CowID,Date,Time,northing,easting
402,2007-04-03,0:00:57,3789769.358,456991.571
402,2007-04-03,0:05:57,3789766.384,457001.972
402,2007-04-03,0:10:57,3789763.89,457008.379
402,2007-04-03,0:15:57,3789762.607,457019.367
402,2007-04-03,0:20:51,3789755.119,457026.911
402,2007-04-03,0:25:57,3789750.213,457035.554
402,2007-04-03,0:30:57,3789746.059,457041.317
402,2007-04-03,0:35:57,3789735.986,457048.076
402,2007-04-03,0:40:57,3789731.572,457050.155
402,2007-04-03,0:45:57,3789734.758,457047.325
402,2007-04-03,0:50:54,3789742.712,457052.453
402,2007-04-03,0:55:54,3789757.766,457040.966
402,2007-04-03,1:00:33,3789761.64,457035.689
402,2007-04-03,1:05:51,3789764.952,457025.317
402,2007-04-03,1:10:57,3789765.645,457028.773
402,2007-04-03,1:15:57,3789773.313,457022.464
402,2007-04-03,1:20:57,3789791.1,457019.378
402,2007-04-03,1:25:51,3789796.247,457018.656
402,2007-04-03,1:30:36,3789799.181,457010.179
402,2007-04-03,1:35:48,3789806.728,457003.409
402,2007-04-03,1:40:45,3789807.895,457003.976
402,2007-04-03,1:45:57,3789807.384,456994.48
402,2007-04-03,1:50:57,3789806.773,457000.03
402,2007-04-03,1:55:57,3789813.133,457003.512
402,2007-04-03,2:00:57,3789814.119,457003.618
402,2007-04-03,2:05:56,3789815.375,457005.088
402,2007-04-03,2:10:57,3789814.425,457003.951
402,2007-04-03,2:15:51,3789813.262,457002.233
402,2007-04-03,2:20:36,3789813.661,457002.797
402,2007-04-03,2:25:36,3789813.349,457003.615
402,2007-04-03,2:30:39,3789814.463,457002.552
402,2007-04-03,2:35:39,3789812.644,457002.792
402,2007-04-03,2:40:39,3789814.21,457004.079
402,2007-04-03,2:45:33,3789814.3,457004.494
402,2007-04-03,2:50:33,3789814.618,457002.396
402,2007-04-03,2:55:57,3789815.316,457004.526
402,2007-04-03,3:00:57,3789814.983,457003.189
402,2007-04-03,3:05:57,3789813.815,457002.678
402,2007-04-03,3:10:57,3789813.623,457004.306
402,2007-04-03,3:15:57,3789815.135,457003.65
402,2007-04-03,3:20:57,3789815.07,457004.267
402,2007-04-03,3:25:57,3789814.456,457003.933
402,2007-04-03,3:30:57,3789814.77,457002.884
402,2007-04-03,3:35:57,3789814.886,457004.34
402,2007-04-03,3:40:57,3789814.394,457004.107
402,2007-04-03,3:45:57,3789816.364,457004.42
402,2007-04-03,3:50:57,3789814.642,457003.602
402,2007-04-03,3:55:57,3789815.627,457003.855
402,2007-04-03,4:00:54,3789814.183,457003.057
402,2007-04-03,4:05:36,3789816.498,457002.018
402,2007-04-03,4:10:57,3789813.046,457002.444
402,2007-04-03,4:15:57,3789815.694,457002.787
402,2007-04-03,4:20:57,3789814.212,457003.517
402,2007-04-03,4:25:54,3789814.767,457003.419
402,2007-04-03,4:30:57,3789815.23,457003.016
402,2007-04-03,4:35:57,3789815.102,457004.24
402,2007-04-03,4:40:42,3789815.468,457004.904
402,2007-04-03,4:45:54,3789812.807,457000.951
402,2007-04-03,4:50:54,3789814.636,457004.983
402,2007-04-03,4:55:54,3789814.631,456999.56
402,2007-04-03,5:00:54,3789813.481,457001.7
402,2007-04-03,5:05:54,3789814.806,457001.402
402,2007-04-03,5:10:54,3789814.036,457001.675
402,2007-04-03,5:15:57,3789812.864,457001.854
402,2007-04-03,5:20:54,3789813.415,457002.445
402,2007-04-03,5:25:39,3789813.196,457003.282
402,2007-04-03,5:30:51,3789813.756,457002.134
402,2007-04-03,5:35:36,3789814.89,457003.391
402,2007-04-03,5:40:36,3789816.719,457000.951
402,2007-04-04,0:00:57,3789608.412,457289.495
402,2007-04-04,0:05:57,3789609.152,457289.314
402,2007-04-04,0:10:57,3789608.076,457288.674
402,2007-04-04,0:15:54,3789607.491,457288.92
402,2007-04-04,0:20:51,3789606.841,457289.377
402,2007-04-04,0:25:57,3789607.363,457289.72
402,2007-04-04,0:30:57,3789607.487,457289.868
402,2007-04-04,0:35:57,3789607.054,457290.198
402,2007-04-04,0:40:57,3789607.087,457289.461
402,2007-04-04,0:45:57,3789617.141,457293.522
402,2007-04-04,0:50:57,3789624.346,457294.218
402,2007-04-04,0:55:57,3789633.944,457290.044
402,2007-04-04,1:00:57,3789648.749,457292.441
402,2007-04-04,1:05:57,3789667.121,457282.571
402,2007-04-04,1:10:57,3789663.715,457279.535
402,2007-04-04,1:15:45,3789660.931,457282.211
402,2007-04-04,1:20:39,3789654.151,457262.843
402,2007-04-04,1:25:57,3789651.457,457265.952
402,2007-04-04,1:30:54,3789650.519,457255.303
402,2007-04-04,1:35:51,3789656.539,457245.588
402,2007-04-04,1:40:57,3789716.351,457206.238
402,2007-04-04,1:45:57,3789791.822,457063.24
402,2007-04-04,1:50:57,3789749.274,457133.055
402,2007-04-04,1:55:57,3789746.992,457140.365
402,2007-04-04,2:00:57,3789745.605,457140.589
402,2007-04-04,2:05:54,3789747.394,457139.952
402,2007-04-04,2:10:39,3789744.837,457140.226
402,2007-04-04,2:15:51,3789746.343,457140.822
402,2007-04-04,2:20:39,3789744.564,457139.203
402,2007-04-04,2:25:39,3789744.902,457139.305
402,2007-04-04,2:30:39,3789746.007,457140.176
402,2007-04-04,2:35:39,3789745.296,457140.661
402,2007-04-04,2:40:39,3789745.909,457141.529
402,2007-04-04,2:45:36,3789745.667,457140.534
402,2007-04-04,2:50:57,3789745.482,457140.487
402,2007-04-04,2:55:57,3789745.82,457140.534
402,2007-04-04,3:00:57,3789746.654,457140.032
402,2007-04-04,3:05:57,3789746.59,457140.639
402,2007-04-04,3:10:57,3789746.008,457140.001
402,2007-04-04,3:15:57,3789745.973,457140.719
402,2007-04-04,3:20:57,3789747.023,457140.365
402,2007-04-04,3:25:57,3789745.539,457141.408
402,2007-04-04,3:30:57,3789746.435,457140.97
402,2007-04-04,3:35:57,3789743.91,457140.682
402,2007-04-04,3:40:57,3789746.436,457140.592
402,2007-04-04,3:45:57,3789745.015,457141.405
402,2007-04-04,3:50:57,3789745.354,457141.609
402,2007-04-04,3:55:57,3789746.033,457141.198
402,2007-04-04,4:00:57,3789747.084,457140.411
402,2007-04-04,4:05:57,3789744.158,457140.223
402,2007-04-04,4:10:57,3789745.416,457141.278
402,2007-04-04,4:15:57,3789744.12,457141.981
