Cow_id,Date,Daily_period,Easting,Northing
10,2/25/2005,All_Day_MCP,458059.5505,3790098.81
10,2/25/2005,All_Day_MCP,458305.0352,3790344.096
10,2/26/2005,Pre_MCP,456912.6713,3789804.464
10,2/26/2005,Pre_MCP,456926.4921,3789812.348
10,2/26/2005,Pre_MCP,456939.6669,3789823.931
10,2/26/2005,Pre_MCP,456941.3538,3789840.371
10,2/26/2005,Pre_MCP,456919.4093,3789834.003
10,2/26/2005,Day_MCP,456915.3886,3789828.693
10,2/26/2005,Day_MCP,457032.0914,3789786.39
10,2/26/2005,Day_MCP,457180.6487,3789742.587
10,2/26/2005,Day_MCP,457244.6916,3789728.465
10,2/26/2005,Day_MCP,457957.893,3789605.329
10,2/26/2005,Day_MCP,457993.9933,3789606.184
10,2/26/2005,Day_MCP,457994.6741,3789620.442
10,2/26/2005,Day_MCP,457989.0447,3789831.366
10,2/26/2005,Day_MCP,457850.05,3790126.485
10,2/26/2005,Day_MCP,457777.0594,3790253.101
10,2/26/2005,Day_MCP,457775.8411,3790254.523
10,2/26/2005,Day_MCP,457634.5625,3790241.084
10,2/26/2005,Post_MCP,457386.649,3790213.439
10,2/26/2005,Post_MCP,457389.242,3790204.557
10,2/26/2005,Post_MCP,457395.5385,3790187.987
10,2/26/2005,Post_MCP,457435.6431,3790136.366
10,2/26/2005,Post_MCP,457599.8418,3790084.676
10,2/26/2005,Post_MCP,457574.847,3790230.08
10,2/26/2005,Post_MCP,457473.4504,3790233.805
10,2/26/2005,Post_MCP,457391.1175,3790216.068
10,2/26/2005,Post_MCP,457388.7277,3790214.97
10,2/26/2005,All_Day_MCP,456912.6713,3789804.464
10,2/26/2005,All_Day_MCP,457180.6487,3789742.587
10,2/26/2005,All_Day_MCP,457244.6916,3789728.465
10,2/26/2005,All_Day_MCP,457957.893,3789605.329
10,2/26/2005,All_Day_MCP,457993.9933,3789606.184
10,2/26/2005,All_Day_MCP,457994.6741,3789620.442
10,2/26/2005,All_Day_MCP,457989.0447,3789831.366
10,2/26/2005,All_Day_MCP,457850.05,3790126.485
10,2/26/2005,All_Day_MCP,457777.0594,3790253.101
10,2/26/2005,All_Day_MCP,457775.8411,3790254.523
10,2/26/2005,All_Day_MCP,457473.4504,3790233.805
10,2/26/2005,All_Day_MCP,457391.1175,3790216.068
10,2/26/2005,All_Day_MCP,457388.7277,3790214.97
10,2/26/2005,All_Day_MCP,457386.649,3790213.439
10,2/26/2005,All_Day_MCP,456919.4093,3789834.003
10,2/26/2005,All_Day_MCP,456915.3886,3789828.693
10,2/27/2005,Pre_MCP,457598.2823,3790083.913
10,2/27/2005,Pre_MCP,457598.454,3790083.203
10,2/27/2005,Pre_MCP,457599.5374,3790080.488
10,2/27/2005,Pre_MCP,457617.6859,3790060.077
10,2/27/2005,Pre_MCP,457605.8659,3790093.304
10,2/27/2005,Day_MCP,456693.8301,3789822.167
10,2/27/2005,Day_MCP,457144.4317,3789540.879
10,2/27/2005,Day_MCP,457228.0359,3789521.0
10,2/27/2005,Day_MCP,457275.5888,3789515.115
10,2/27/2005,Day_MCP,457368.331,3789514.077
10,2/27/2005,Day_MCP,457458.3862,3789517.487
10,2/27/2005,Day_MCP,457933.7148,3789556.709
10,2/27/2005,Day_MCP,458035.9133,3789594.692
10,2/27/2005,Day_MCP,458055.0254,3789612.255
10,2/27/2005,Day_MCP,458044.5377,3789715.242
10,2/27/2005,Day_MCP,458031.2449,3789751.062
10,2/27/2005,Day_MCP,457997.4549,3789778.658
10,2/27/2005,Day_MCP,457946.5405,3789817.049
10,2/27/2005,Day_MCP,457626.9703,3790054.614
10,2/27/2005,Day_MCP,456710.8268,3789869.708
10,2/27/2005,Post_MCP,457513.9098,3789510.736
10,2/27/2005,Post_MCP,457629.717,3789519.422
10,2/27/2005,Post_MCP,457904.4982,3789583.699
10,2/27/2005,Post_MCP,457908.1969,3789599.423
10,2/27/2005,Post_MCP,457837.4258,3789692.423
10,2/27/2005,Post_MCP,457824.1851,3789692.574
10,2/27/2005,All_Day_MCP,456693.8301,3789822.167
10,2/27/2005,All_Day_MCP,457144.4317,3789540.879
10,2/27/2005,All_Day_MCP,457228.0359,3789521.0
10,2/27/2005,All_Day_MCP,457275.5888,3789515.115
10,2/27/2005,All_Day_MCP,457513.9098,3789510.736
10,2/27/2005,All_Day_MCP,457629.717,3789519.422
10,2/27/2005,All_Day_MCP,457933.7148,3789556.709
10,2/27/2005,All_Day_MCP,458035.9133,3789594.692
10,2/27/2005,All_Day_MCP,458055.0254,3789612.255
10,2/27/2005,All_Day_MCP,458044.5377,3789715.242
10,2/27/2005,All_Day_MCP,458031.2449,3789751.062
10,2/27/2005,All_Day_MCP,457997.4549,3789778.658
10,2/27/2005,All_Day_MCP,457605.8659,3790093.304
10,2/27/2005,All_Day_MCP,456710.8268,3789869.708
10,2/28/2005,Pre_MCP,457763.7189,3789658.749
10,2/28/2005,Pre_MCP,457776.7694,3789610.209
10,2/28/2005,Pre_MCP,457908.2306,3789600.778
10,2/28/2005,Pre_MCP,457926.8699,3789611.412
10,2/28/2005,Pre_MCP,457939.8014,3789630.575
10,2/28/2005,Pre_MCP,457942.1492,3789659.241
10,2/28/2005,Pre_MCP,457922.2131,3789679.69
10,2/28/2005,Day_MCP,456709.5593,3789860.443
10,2/28/2005,Day_MCP,456712.1008,3789856.457
10,2/28/2005,Day_MCP,456715.5162,3789854.286
10,2/28/2005,Day_MCP,456907.7427,3789783.942
10,2/28/2005,Day_MCP,457712.7046,3789515.721
10,2/28/2005,Day_MCP,457991.2687,3789511.881
10,2/28/2005,Day_MCP,458056.7247,3789512.512
10,2/28/2005,Day_MCP,458061.1049,3789513.91
10,2/28/2005,Day_MCP,457812.9114,3790137.956
10,2/28/2005,Day_MCP,457719.1554,3790123.131
10,2/28/2005,Day_MCP,457690.1561,3790118.18
10,2/28/2005,Day_MCP,456714.3687,3789867.012
10,2/28/2005,Day_MCP,456711.3457,3789864.439
10,2/28/2005,Post_MCP,457768.7999,3790208.106
10,2/28/2005,Post_MCP,457885.6225,3789920.138
10,2/28/2005,Post_MCP,458056.3224,3789616.069
10,2/28/2005,Post_MCP,458059.2251,3789637.125
10,2/28/2005,Post_MCP,458053.447,3789854.24
10,2/28/2005,Post_MCP,458031.8381,3790233.167
10,2/28/2005,Post_MCP,457843.5981,3790249.936
10,2/28/2005,Post_MCP,457778.6054,3790250.876
10,2/28/2005,All_Day_MCP,456709.5593,3789860.443
10,2/28/2005,All_Day_MCP,456712.1008,3789856.457
10,2/28/2005,All_Day_MCP,456715.5162,3789854.286
10,2/28/2005,All_Day_MCP,456907.7427,3789783.942
10,2/28/2005,All_Day_MCP,457712.7046,3789515.721
10,2/28/2005,All_Day_MCP,457991.2687,3789511.881
10,2/28/2005,All_Day_MCP,458056.7247,3789512.512
10,2/28/2005,All_Day_MCP,458061.1049,3789513.91
10,2/28/2005,All_Day_MCP,458059.2251,3789637.125
10,2/28/2005,All_Day_MCP,458053.447,3789854.24
10,2/28/2005,All_Day_MCP,458031.8381,3790233.167
10,2/28/2005,All_Day_MCP,457843.5981,3790249.936
10,2/28/2005,All_Day_MCP,457778.6054,3790250.876
10,2/28/2005,All_Day_MCP,456714.3687,3789867.012
10,2/28/2005,All_Day_MCP,456711.3457,3789864.439
10,3/1/2005,Pre_MCP,457458.1748,3790120.185
10,3/1/2005,Pre_MCP,458000.0645,3789984.986
10,3/1/2005,Pre_MCP,458040.6324,3789996.848
10,3/1/2005,Pre_MCP,458033.4995,3790174.421
10,3/1/2005,Pre_MCP,458026.6775,3790193.148
10,3/1/2005,Pre_MCP,458010.3869,3790223.499
10,3/1/2005,Pre_MCP,457900.2979,3790249.712
10,3/1/2005,Pre_MCP,457609.86,3790251.638
10,3/1/2005,Pre_MCP,457517.4914,3790250.207
10,3/1/2005,Pre_MCP,457510.8699,3790249.929
10,3/1/2005,Pre_MCP,457503.5005,3790239.059
10,3/1/2005,Pre_MCP,457458.5391,3790143.655
10,3/1/2005,Pre_MCP,457458.3723,3790135.308
10,3/1/2005,Day_MCP,456679.4592,3789838.743
10,3/1/2005,Day_MCP,457013.2773,3789677.53
10,3/1/2005,Day_MCP,457060.1105,3789671.525
10,3/1/2005,Day_MCP,457323.6551,3789713.013
10,3/1/2005,Day_MCP,457412.902,3789769.99
10,3/1/2005,Day_MCP,457898.9856,3790168.71
10,3/1/2005,Day_MCP,457792.9305,3790227.926
10,3/1/2005,Day_MCP,457764.2317,3790228.27
10,3/1/2005,Day_MCP,457764.0567,3790228.271
10,3/1/2005,Day_MCP,457442.5856,3790128.203
10,3/1/2005,Day_MCP,456707.3826,3789865.627
10,3/1/2005,Post_MCP,457916.8485,3790158.434
10,3/1/2005,Post_MCP,457926.7391,3789951.556
10,3/1/2005,Post_MCP,457927.8904,3789947.517
10,3/1/2005,Post_MCP,457928.4257,3789945.758
10,3/1/2005,Post_MCP,457928.952,3789944.031
10,3/1/2005,Post_MCP,457929.0796,3789943.722
10,3/1/2005,Post_MCP,457991.5463,3789984.808
