Cow_id,Date,Pre_MCP_area,Day_MCP_Area,Post_MCP_Area,All_Day_area
101,3/15/2005,1051.741733997129,278745.6119787581,78719.88391681388,401209.646490328
104,2/19/2005,6337.287602100521,162605.03396309912,18849.018572963774,182057.5071400553
104,2/20/2005,7913.58424314484,735894.5046970248,31909.494495794177,901243.4041070938
104,2/21/2005,3864.925713912118,561073.4848040268,24822.056766688824,562316.2905075774
104,2/22/2005,3198.8275818154216,462421.8291491121,28404.38866173476,462421.8291491121
104,2/23/2005,3226.363375559449,433837.0236442536,52843.42525057495,461374.38440571725
104,2/24/2005,6744.730402557179,1273367.7097570002,12527.75395973865,1343247.7962665549
104,2/25/2005,690.7010155529715,454094.52733256295,951.0114258546382,455590.27445043996
104,2/26/2005,6189.867802299559,509552.63830694556,77712.3049168121,644273.3710183352
104,2/27/2005,3865.0579068511724,411401.3315216764,36661.31797333807,540128.8437494761
104,2/28/2005,33147.57944831252,424392.06888362835,157701.5743034184,599255.880698031
104,3/1/2005,106.70294390036725,1029663.789297492,14839.617409341037,1038139.8716519184
104,3/2/2005,13977.903746063821,512506.0641631633,5660.556676570326,512506.0641631633
104,3/3/2005,10832.002533607185,457652.02599716187,36634.82055514888,580548.7376978248
104,3/4/2005,1632.741934798658,579205.0202323496,73033.98053336394,673854.4810710698
104,3/5/2005,1964.065292798914,397286.91874977946,15739.08629900217,453708.16428264976
104,3/6/2005,2232.253683602903,1319313.649702713,9534.078865882475,1319313.649702713
104,3/7/2005,5703.830969662406,1248746.7251270935,38416.87092482112,1248746.7251270935
104,3/8/2005,6726.710864346474,287926.8503235397,13665.511110141873,359041.6679224954
104,3/9/2005,3040.1954405922443,828028.9674959928,47396.22399228066,872900.9626073986
104,3/10/2005,12892.333467718214,466176.4503061016,27870.783833280206,559358.0787449469
104,3/11/2005,7185.499557073228,741118.547890164,24959.689919222146,797516.5970889404
104,3/12/2005,1895.1277433526702,602120.9029505104,7966.36715959385,602120.9029505104
104,3/13/2005,1896.6821651533246,441163.277159065,30413.82706348598,536768.7630520314
104,3/14/2005,5345.668495916296,433424.95442645065,23938.633630077355,447930.61620914936
104,3/15/2005,526.6118067010102,224798.33915646374,196664.24800467072,614670.012608707
402,3/20/2007,3049.2999795116484,138240.43449304998,190424.85169182043,453499.0781528435
402,3/21/2007,163.56481000198983,284959.59110094607,22102.405570468865,286112.35022597015
402,3/22/2007,3097.108129487373,425269.76050864905,20353.566655995324,425269.76050864905
402,4/3/2007,2206.2088424935937,31907.869516427163,13388.07646950148,69715.65255846782
402,4/4/2007,7150.427893459797,335115.03516057134,2421.9931929968297,369401.2338600755
402,4/5/2007,7123.338822506368,44696.61772142537,3727.3249824987724,57099.37411848828
402,4/10/2007,729.6572179994546,145761.11748154834,10777.954987978563,145761.11748154834
402,4/11/2007,2045.1108984972816,243401.4409495294,11266.134937035851,244076.33055651188
402,4/12/2007,2924.548904489726,120225.62357701734,24653.229167982936,156023.4887215793
402,4/13/2007,28.753544500970747,729741.6244498994,,730708.3482865831
402,4/17/2007,3344.9847465120256,74116.70284304582,13987.491344515234,157051.19640003145
402,4/18/2007,3590.3808235060424,212563.62865661085,9183.817271482432,240887.11149704456
402,4/19/2007,1229.9432974979281,132955.0638455376,18964.801505938172,145183.65727701783
402,4/24/2007,807.464804000454,393834.47223831166,26438.965549519286,393834.47223831166
402,4/25/2007,4230.828991490416,339393.25888058543,4262.70152999158,339393.25888058543
402,4/26/2007,542.01040499378,351388.12220697105,11217.290428036824,351496.410095986
402,5/1/2007,9095.437767506577,169268.15967536904,21194.43435246311,257965.42023431137
402,5/2/2007,5249.654942005873,1015974.2799874134,6332.239877500571,1015974.2799874134
402,5/3/2007,1414.7866725064814,322876.18523846567,17923.686337497085,323705.2182264626
403,3/20/2007,2385.3198780138046,131447.5712009482,72161.11288098991,284338.46114978567
403,3/21/2007,230.74854149948806,487789.529691115,113201.81173540652,574594.070045948
403,3/22/2007,2029.6719620097429,606670.820697844,45709.5580400154,675532.622384578
403,3/27/2007,14927.53255801485,211287.69914530404,11253.760181983933,266066.1249373425
403,3/28/2007,4543.108531984501,81093.84412655595,21386.716360517778,116820.17824733164
403,3/29/2007,13388.127738498151,146345.00121053238,27511.060699000955,147196.00636350294
403,3/30/2007,2275.6029999926686,579855.6306195557,176396.64065016806,596103.3778754771
403,4/3/2007,225.96751450607553,274078.568046554,30422.727158933412,316737.95053248014
403,4/4/2007,13178.227776007494,293660.4775380194,6571.420634016744,308466.8971873969
403,4/5/2007,9811.18705845438,249590.57536793267,29767.95995798707,358993.18262088066
403,4/10/2007,4821.894863545895,575543.1485297233,40385.97753151879,590807.3301662803
403,4/11/2007,696.670921000652,248218.94502228498,36694.267102018,256664.10371491313
403,4/12/2007,4328.758755529037,608267.6813373119,14768.025560011185,634972.2436317503
403,4/13/2007,1579.3906914978288,734884.3408460133,,741345.0418849662
403,4/17/2007,476.8248784970492,259742.36269032955,18923.6098709926,276242.2002334744
403,4/18/2007,3448.7892134916037,293625.93884807825,17008.375443533063,372155.8597583771
403,4/19/2007,571.9937094980851,256560.0677628955,26816.44667749107,394647.7228999883
403,4/24/2007,2751.0599964880967,422420.4573464028,29870.877239001915,423871.028454446
403,4/25/2007,1044.666598505224,336198.4812386632,5834.331540003419,336198.4812386632
403,4/26/2007,1582.3193734958768,363798.05440094136,23276.743055976927,395464.6916004494
403,5/1/2007,14938.097944513196,303844.4437690694,30336.281297527254,319462.49999895704
403,5/2/2007,13289.249541509897,554470.037503317,5713.365450493991,628456.8655786738
403,5/3/2007,428.92236499208957,351620.06887345016,60039.752597019076,386738.47997897863
404,3/20/2007,3797.542628505733,124153.99757802486,194758.98732556403,463574.24011309445
404,3/21/2007,50.76797849894501,315483.25053045154,29484.550630483776,316635.6201249361
404,3/22/2007,2451.903493495658,455516.14728586376,30970.06047900021,455783.813745901
404,3/27/2007,7320.762591004372,167403.10530005489,149073.99813694507,276834.70631107874
404,3/28/2007,16650.505338001996,27367.70131453406,23320.36124554649,77809.49866907299
404,3/29/2007,2598.395474488614,151955.64719512034,3842.131481499877,162778.2585926745
404,3/30/2007,2221.362528497353,205762.95991489664,153.26549749914557,219087.50541682355
404,4/3/2007,669.3288419903256,256067.33840212226,21565.226827990264,330125.65034770966
404,4/4/2007,1275.813657501014,337571.0822830647,2955.7538974997005,351451.5492056161
404,4/5/2007,2290.5188384824432,194769.07332555624,4207.67697600089,212541.97441737726
404,4/10/2007,608.3045295006596,501345.3140500039,11127.130643013865,501345.3140500039
404,4/11/2007,1578.6678009955212,232054.34150205553,11415.102015513927,232075.4909120947
404,4/12/2007,2282.7435849974863,233868.72423299402,16707.403871513903,282460.1791140232
404,4/13/2007,907.8647629879415,748440.4970281422,,759093.9865052262
404,4/17/2007,970.6336160020437,220343.3056796044,16376.124269995838,265254.1247935444
404,4/18/2007,668.7363274998497,237554.0179129839,5037.095381977037,241270.6586329192
404,4/19/2007,918.0112480055541,203375.08182102442,31662.7221624963,212987.64928852022
404,4/24/2007,328.79891349817626,355130.3727617073,33828.93061001599,361650.85610572994
404,4/25/2007,24863.659207470715,259504.42118895054,15994.307870470919,296006.5775348395
404,4/26/2007,172.05486149899662,226486.27803766262,16308.877894502133,336702.6099731177
404,5/1/2007,3508.7907500024885,195373.98124852031,108862.0993341878,351686.8478080556
404,5/2/2007,958.2405829930212,2035146.077567041,17997.49263451621,2120062.1294864863
404,5/3/2007,6454.700209517032,270240.97514296323,33806.9669059813,288408.4759654254
405,3/20/2007,4216.572752981912,63833.481696460396,15689.694599508308,93681.8309949711
405,3/21/2007,8314.436334518483,255795.87080528587,33210.43422198435,343433.4506085515
405,3/22/2007,47093.67034752667,436288.29817631096,19449.969042026787,597556.116444543
405,3/27/2007,8741.268412494566,103579.56442003697,35750.23786151409,201323.0564430207
405,3/28/2007,38521.45070499182,56954.76842444856,17720.973886482418,132041.028121416
405,3/29/2007,12458.513701509743,75797.74610648397,24792.193701020908,80945.0033369679
405,3/30/2007,10225.787605037913,405258.13325486146,20607.004146503285,475168.5653209388
405,4/3/2007,91.34482449910138,37002.72886401042,13214.05835799314,91844.8943509385
405,4/4/2007,452.5171550011728,272791.34197190404,142202.08279215218,318590.728896603
405,4/5/2007,2372.0308155012317,281684.07151806355,10675.679422009736,281684.07151806355
405,4/10/2007,299.79781250073574,222771.1841011811,14392.459451004863,301732.6108675678
405,4/11/2007,9328.232889510691,198383.2200741619,10973.237230502069,254568.34796777368
405,4/12/2007,4488.13802199671,598629.7184315771,3717.808143499773,645912.4568320066
405,4/17/2007,1040.2286904994398,98032.42312147096,15938.044922504923,234849.48290491104
405,4/18/2007,988.5922304959968,276226.61875884235,17341.105695504695,351931.4965225309
405,4/19/2007,425.1341115050018,235952.36576155666,12470.427009520121,345066.65307863057
405,4/24/2007,4099.966110514477,294745.4191076127,4295.255544485524,304163.4334697095
405,4/25/2007,870.2013154961169,292799.73695264757,27371.068407461047,334958.35931812227
405,4/26/2007,1130.1711319945753,380497.9797764197,6417.902310486883,380794.45835472643
405,5/1/2007,5045.660429996904,226112.12652897835,13082.046029523946,247154.39656253718
405,5/2/2007,447.2189500066452,1156483.8688532263,23993.318979529664,1263364.0488477796
405,5/3/2007,2501.040681978222,143456.85910400003,20801.02145251981,211157.1586870104
407,3/20/2007,1342.54918350745,76147.95481358212,56775.345421001315,294144.7472026348
407,3/21/2007,10367.228257514536,520494.41057249904,74237.06358645484,522693.9461710602
407,3/22/2007,5204.889615021646,290886.6975340992,31475.783697515726,485699.0723532587
407,3/27/2007,1467.751511508599,288655.00642507896,30865.186024948955,365437.34378504753
407,3/28/2007,898.4311600036453,349772.12672036886,71293.04524159431,354833.3997909874
407,3/29/2007,15308.400328487158,149209.53469898552,128345.7735055536,179810.3528985083
407,3/30/2007,1898.2238394976594,851175.5352235883,151716.31254403293,1053916.4463090748
407,4/3/2007,1538.7887179981917,278005.5489450097,27543.403713483363,375589.6136544347
407,4/4/2007,1754.2463789950125,446480.2801820934,13603.80070151575,459812.80986352265
407,4/5/2007,6805.1076455181465,281517.04617999494,19085.843527540565,337451.25743700564
407,4/10/2007,4083.4062805157155,632114.0983403474,8679.810895502567,633997.8115113378
407,4/11/2007,9956.046608500183,468704.6772391796,16391.78650353849,481561.43586713076
407,4/12/2007,4825.98641448468,345962.74884449225,6378.5853544933125,345962.74884449225
407,4/13/2007,464.9493539961986,732398.0821528733,,737682.9823722243
407,4/17/2007,2154.236307510175,312791.2432550788,14940.161904070526,328007.96787911654
407,4/18/2007,1659.3776040021912,275974.7327223271,11283.492886509746,289526.6474682987
407,4/19/2007,1025.6729409955442,192440.55852261186,39459.809734523296,199721.03910411894
407,4/24/2007,811.5192144964822,262922.36527033406,25522.512934511527,298532.2403850525
407,4/25/2007,14360.152530021966,357452.9588174969,10765.452197030187,445562.04421153665
407,4/26/2007,9411.81338749826,296553.13293482736,26495.625050477684,358832.58188545704
407,5/1/2007,21128.013778974535,133990.33768893033,87299.4682244286,182632.21348199993
407,5/2/2007,371.37508699903265,256522.1601509489,4915.0349030075595,272445.1371570192
407,5/3/2007,519.8136635040864,266480.7993398011,29662.9293705225,302496.87165890634
408,3/20/2007,379.6717220004648,133933.20999824582,45184.69059997797,293534.8595438176
408,3/21/2007,5114.0247070118785,475335.14612305164,31118.250372558832,482624.1371281147
408,3/22/2007,1606.0662249985617,398791.53759148717,24965.393265023828,594685.0749085397
408,4/3/2007,1149.7722049913136,250357.3828483522,22892.817980494234,335778.7932129204
408,4/4/2007,1653.7875439962372,360922.5070091486,16305.315299005888,396479.93685507774
408,4/5/2007,5641.531418509781,219772.46255403012,6693.654696011916,230623.08019202948
408,4/10/2007,668.6303399971221,602543.9304739684,17468.613687010482,602543.9304739684
408,4/11/2007,201.5989620015025,261094.44991742074,8480.512858014554,262322.5082924664
408,4/12/2007,1936.222030469915,570636.3857019842,12471.995011475403,589649.7586523741
408,4/13/2007,1859.9830370028503,501196.457679607,,512773.2605885789
408,4/17/2007,5522.19299000036,278644.0725660324,17958.799800001085,296371.2522204071
408,4/18/2007,1523.4619795158505,301657.80512945354,9490.518277987838,346041.551377967
408,4/19/2007,478.91890300111845,221908.25126156956,20972.88209149521,330596.04584509134
408,4/24/2007,3228.226552004926,344473.80157511664,2840.884293487994,347897.1060991211
408,4/25/2007,7822.399903487414,275120.05350432545,77988.12227749825,424506.1083910391
408,4/26/2007,4187.557567488402,269174.6857332629,12121.875063011423,313006.17651836574
408,5/1/2007,4149.236981509253,325144.17901546555,24712.512530050706,390827.74961565435
408,5/2/2007,736.4327859953046,685687.9228362441,15888.25296748802,744683.1162088439
408,5/3/2007,4416.1386795043945,292075.93071715534,41000.868452481925,292075.93071715534
411,3/20/2007,10041.060546968132,113360.41860554367,26756.19082454592,242434.93594051525
411,3/21/2007,14951.272143989801,230230.53790955245,18723.628249984235,233647.67424004525
411,3/22/2007,2692.3318380080163,458945.89094205946,123999.64534500986,526303.7871089205
411,3/27/2007,1112.5380354812369,74105.36983351037,8754.00975049287,141253.25031761825
411,3/28/2007,5319.851683001965,346096.20176792145,63495.138332452625,363169.11254543066
411,3/29/2007,30145.77719956264,117504.96932752803,50822.18214699626,164073.9062910378
411,3/30/2007,3395.297212995589,812935.2399478257,140017.20493354648,993923.3051669896
411,4/3/2007,741.207323002629,262929.29138331115,34363.84671901539,385106.76195688546
411,4/4/2007,746.6408639920992,227334.3746599704,13275.453300506808,242440.0790264383
411,4/5/2007,3288.4823010009713,247254.06327537447,19694.580628494732,278864.71153226495
411,4/10/2007,7350.984050489031,587190.2773763239,21717.298436556943,595840.5216712952
411,4/11/2007,82.16760549787432,404488.2295779735,18056.9232625328,404488.2295779735
411,4/12/2007,8252.100902996957,214242.07167286798,8433.989406992681,216469.05035887286
411,4/13/2007,1695.2427125014365,467743.65964080393,,496521.23241817765
411,4/17/2007,25.42895700072404,297246.30492399633,9262.620510976762,304609.4994544685
411,4/18/2007,5689.926874993369,282898.722495988,17658.7096215114,365691.7784996629
411,4/19/2007,3965.4301765039563,298880.66999570746,13805.439479004592,327960.6815700792
411,5/1/2007,16987.562951484695,316528.51639005914,43472.022970065475,376284.23322667927
411,5/2/2007,445.947874000296,872689.0845624357,16372.374546006322,934240.4919689447
411,5/3/2007,1681.1212200000882,364000.2636370659,21089.68129002303,379313.6560705602
413,3/20/2007,3222.4677960015833,120507.89297017455,190172.0313642621,451877.1035077274
413,3/21/2007,391.58889700099826,322897.67645195127,4146.523207500577,336554.24596030544
413,3/22/2007,434.93763999827206,390873.438118957,8823.757829491049,399772.54773555696
413,3/27/2007,1459.7245744933607,123840.73285742104,111667.43070699088,300161.6985604521
413,3/28/2007,1029.4245015091728,110979.28356796596,23895.354542960762,118265.19746644888
413,3/29/2007,4456.67948150076,73493.9297259103,22399.30892496556,81479.57354408014
413,3/30/2007,613.9036784954369,308609.0323615768,3024.1450479887426,313523.3419406214
413,4/3/2007,15746.435786533635,64982.75175952539,90.62758949887939,148816.782474563
413,4/4/2007,1148.6169689996168,100656.37511897832,8201.499443989247,114988.28109706566
413,4/5/2007,714.6950864996761,14079.779339980334,48250.2049869271,93118.46553954575
413,4/10/2007,1333.0772134959698,210143.77076359093,13933.116477964446,250260.48031300306
413,4/11/2007,2201.4495914899744,28715.07602854073,13436.257861971855,40778.415595538914
413,4/12/2007,205.92077549969326,278034.0113987848,5360.778861992061,278930.9017157629
413,4/13/2007,2191.9664919907227,670698.7550131977,,671121.2536226735
413,4/17/2007,3241.408398460597,106612.58976202458,38964.88313096017,271111.5944700092
413,4/18/2007,355.58248699991964,221394.2024655342,8176.082033481449,233024.81863604486
413,4/19/2007,2628.885509994114,85602.53708253801,11687.76610154286,85640.98821452633
413,5/1/2007,13255.812940523028,94095.25259189913,27648.329187963158,159259.39654097334
413,5/2/2007,661.3382674977183,305708.76014111936,4262.546268999577,322888.86844361946
413,5/3/2007,598.9600994996144,292778.76789453626,9845.982935011882,296469.03192046285
417,3/20/2007,7556.389116965234,96207.60157751851,18178.328381992877,119983.22804590315
417,3/21/2007,2009.4438839927316,255497.1292590052,55627.84484203532,468485.5327938944
417,3/22/2007,54009.28280097246,234392.37955304608,16936.5515524894,400794.2081375718
417,3/27/2007,5782.861141500995,175200.0977655109,7896.283920005895,201028.02585452795
417,3/28/2007,5767.1572705195285,197382.63738153875,64967.308932432905,282550.43274749815
417,3/29/2007,19922.930042993277,95210.43612905592,41573.92988249939,128295.63515606523
417,3/30/2007,4697.85733698681,592300.3200477958,19479.32616200298,635202.473682344
417,4/3/2007,4569.01565551199,195118.12566255033,23130.048609868623,257909.5319735855
417,4/4/2007,6425.7137945136055,252957.9566001147,7270.559709005058,256623.38616503775
417,4/5/2007,477.83477000007406,281772.4065554729,7450.41679350473,318796.60019604024
417,4/10/2007,7564.2985844716895,383818.79490344226,7785.010629501194,399229.8744514398
417,4/11/2007,3029.366938495077,242064.1316464916,20662.13630651869,259350.632039994
417,4/12/2007,2761.1543595045805,240359.11664760858,14408.012533996254,307531.29956560023
417,4/13/2007,3551.837747514248,733709.1391695966,,762024.479293067
417,4/17/2007,2375.833532021381,163607.87099055946,19613.18688299693,209456.6003060341
417,4/18/2007,2269.347375494639,313816.33294151723,10370.445956988842,379602.4298119843
417,4/19/2007,367.5756825003773,225637.01776578184,12529.31668148376,248657.0517614521
417,4/24/2007,1382.2080624954542,169264.46758158877,3693.484204008244,197169.93770951405
417,4/25/2007,10123.641055006534,290828.5304454565,10973.776942480356,291317.6464884579
417,4/26/2007,3301.2954770065844,359652.5949335173,7848.875279985368,359652.5949335173
417,5/1/2007,13110.159412984736,145095.7136604786,24566.265552466735,249089.03728341032
417,5/2/2007,827.7761045033112,1784106.1776123345,10682.039795979857,1861900.3028566241
417,5/3/2007,575.2516479985788,327434.48841895163,23613.75805998221,348422.1239384264
421,3/20/2007,32078.27053400874,94795.73006263934,6341.644851502031,206351.51689462364
421,3/21/2007,4474.368202991784,382864.8553105965,72212.44200694561,391583.1829970479
421,3/22/2007,307.71568499924615,184867.1168039441,90343.08925454319,288458.1980844736
421,3/27/2007,2467.9278789903037,183234.4345890265,2116.6457689944655,206946.55187362246
421,3/28/2007,1350.1569379996508,327800.4593504034,47296.978658523876,341748.26158994064
421,3/29/2007,6740.9086134806275,147932.32202251256,28410.91249857098,163067.05235847458
421,3/30/2007,4310.660812494345,549234.5440716594,18307.183738503605,624555.5972151607
421,4/3/2007,604.3806390063837,265817.92767700553,28884.24799254909,309705.75826752186
421,4/4/2007,3523.696642019786,193999.35358802974,7719.8000680059195,222207.75703248382
421,4/5/2007,11696.214949987829,421232.54053165764,22134.270146999508,461942.2802776024
421,4/10/2007,9087.502368014306,609503.4534640536,13806.15942000039,663378.5739064515
421,4/11/2007,402.34626950486563,310887.0133188963,21953.46663196385,318804.878746137
421,4/12/2007,4805.070552026853,613550.6312655509,18436.754505526274,643005.7736919522
421,4/13/2007,484.62915049889125,763693.8940199763,,765029.7402340025
421,4/17/2007,3282.947771506384,300241.1361323893,9642.136966500431,311962.43914704025
421,4/18/2007,4768.776512013748,266873.7715346962,9655.109761510044,296686.8432260752
421,4/19/2007,2476.6135349981487,189954.23918493837,28398.204582989216,195273.22350694612
421,4/24/2007,807.6481839929475,251892.72702661902,11563.219935981557,315679.8538764939
421,4/25/2007,2867.0023129954934,326936.43358258903,7188.290826506913,326936.43358258903
421,4/26/2007,2763.3119980003685,327981.69071890786,12340.608398519456,346724.4149839394
424,3/20/2007,3047.7973539924715,58070.69411399588,6380.657990504056,75596.99497249536
424,3/21/2007,765.8958544936031,444359.2638220191,4679.772405010182,444359.2638220191
424,3/22/2007,6173.06231848523,521111.3408431262,14894.275233980268,521111.3408431262
424,3/27/2007,3588.808505501598,158334.34103194252,19341.35085248947,264512.729813369
424,3/28/2007,5620.239403995103,346561.2780883908,77027.43389801309,364327.17593693733
424,3/29/2007,29362.514496974647,121253.68106850982,39736.104158461094,150486.10292601585
424,3/30/2007,7163.001015987247,786769.4825811312,185327.60747243464,971700.3088926598
424,4/3/2007,5163.8827960127965,186763.948719576,44217.160454465076,317798.52165557444
424,4/4/2007,17663.239895023406,290512.2918789387,21100.23056701012,448888.6702002883
424,4/5/2007,11116.441854488803,293857.15141151473,5569.343821972609,307676.2782555036
424,4/10/2007,3014.395520495251,589149.8363349587,11769.230083480477,589149.8363349587
424,4/11/2007,1408.170000510756,415375.9889804423,11819.684301013127,434618.279306978
424,4/12/2007,6749.328663951252,604374.3749460578,14704.331533499062,637404.3498111069
424,4/13/2007,514.1502984955441,723532.6644909531,,731396.2489429526
424,4/17/2007,3656.0093685002066,64712.15770846326,28411.79954998009,247590.96546249092
424,4/18/2007,523.9691680008546,257969.99513264,2917.316560506588,319208.0275220126
424,4/19/2007,49218.46459648758,201209.2243304327,26657.509335950017,350098.6583143994
424,4/24/2007,3713.698761995882,412951.8778115995,5346.56219798699,448529.28415683284
424,4/25/2007,3257.9229094982147,200111.17953991145,3945.2296044938266,258561.70466092974
424,4/26/2007,3910.7922019958496,334379.6998093389,6433.895689502358,347884.3166479245
424,5/1/2007,1914.901861001199,209730.23309940472,12611.32849699352,225590.78415977396
424,5/2/2007,354.42905250005424,373151.63295287185,49233.83175814006,542112.9055028185
424,5/3/2007,839.4844124913216,375943.1596494168,27214.621564992238,379849.0751708299
426,3/20/2007,5226.938039988279,101815.82042145543,11543.295375013724,116139.45785996132
426,3/21/2007,1273.642098993063,288420.94715446234,91037.37227951258,399786.90715406835
426,3/22/2007,6096.863862002734,159368.96034201188,6334.507901487872,189336.19844656019
426,4/10/2007,464.6955755017698,485270.5624199435,11827.621858011931,485270.5624199435
426,4/11/2007,2256.3716359804384,101209.58232049644,9738.706491470337,120872.98294004798
426,4/12/2007,539.0547145018354,628380.4674295038,15377.762292006984,630500.7789275944
426,4/13/2007,2034.744780993089,479723.3413334787,,498387.6042654943
426,4/17/2007,6931.852337507531,320368.0495143533,17761.175620019436,337637.55771400034
426,4/18/2007,521.1569989956915,295070.42801222205,7591.617221996188,347702.84726051986
426,4/19/2007,574.3738774992526,288593.6217022096,16371.755060497671,332107.8324264572
426,4/24/2007,2266.671858998132,439971.75261647464,7014.453616028652,439971.75261647464
426,4/25/2007,18006.945570990443,225665.46256804466,1017916.7971150279,1017916.7971150279
