Trt,Year,Cow Id,Date,Total_dist,Day_dist,NPre_dist,NPost_dist,Avg_speed,Day_avg_speed,NPre_avg_speed,NPost_avg_speed,Total_Siniosity,Day_Siniosity,Pre_Siniosity,Post_Siniosity,All_Wood,Day_Wood,Pre_Wood,Post_Wood
Heavy,2005,101,2/20/2005,7046.2213804141065,5036.3529045774985,914.5697988765166,1095.2986769600868,4.893209291954241,7.516944633697759,2.2306580460402845,3.04249632488913,0.11871043104396066,0.1370154141121323,0.22844187687993342,0.3646536351436943,0.0,0.0,0.0,0.0
Heavy,2005,101,2/21/2005,5607.271274528241,4126.2936066132015,635.3494928798594,845.6281750351809,3.893938385089056,6.1586471740495545,1.5496329094630719,2.3489671528755025,0.033995923612356586,0.06794860683027071,0.20285795028217302,0.20406510283836252,0.6968641114982579,1.4925373134328357,0.0,0.0
Heavy,2005,101,2/22/2005,6673.153838980294,4987.46162579585,736.9699144644229,948.7222987200229,4.634134610402982,7.443972575814701,1.7974875962546901,2.6353397186667302,0.021918405802587047,0.02721764088119738,0.22551279510860353,0.2664535646507003,0.0,0.0,0.0,0.0
Heavy,2005,101,2/23/2005,7073.3335607320305,4592.1362147502,859.0506472815044,1622.146698700327,4.912037194952799,6.853934648880896,2.095245481174401,4.505963051945353,0.04755439312178897,0.07079980111940477,0.20370423240218638,0.21498384759278388,3.6900369003690034,5.084745762711865,0.0,5.555555555555555
Heavy,2005,101,2/24/2005,7513.621979336641,5796.3076943927135,938.1525086740855,779.1617762698402,5.217793041206001,8.651205514018976,2.2881768504245987,2.164338267416223,0.12857572175805218,0.12112117089212908,0.12797916503538578,0.2643172653267134,28.222996515679444,8.955223880597014,85.18518518518519,0.0
Heavy,2005,101,2/25/2005,5731.7644979159295,4201.938321409689,785.5228164571001,744.3033600491375,3.9803920124416177,6.271549733447297,1.9159093084319516,2.0675093334698262,0.013744067313206591,0.05935641081390276,0.0779229604887962,0.1407932918629512,4.181184668989547,9.022556390977442,0.0,0.0
Heavy,2005,101,2/26/2005,6510.200767160687,4219.4400593293685,1039.3592420544894,1251.4014657768262,4.520972754972699,6.2976717303423415,2.5350225415963155,3.4761151827134062,0.09854660709891962,0.024989215645388772,0.09270662679761324,0.41014460794563457,0.0,0.0,0.0,0.0
Heavy,2005,101,2/27/2005,6648.478523798717,4692.7188868821895,945.1637781698736,1010.5958587466529,4.61699897486022,7.004058040122671,2.305277507731399,2.8072107187407025,0.07481071837001099,0.03213226135527326,0.12159580431086366,0.5010005203651111,0.0,0.0,0.0,0.0
Heavy,2005,101,2/28/2005,7752.848347342784,4392.527314768004,1094.4666136054543,2265.854418969326,5.383922463432489,6.556010917564184,2.669430764891352,6.294040052692573,0.01315324090517897,0.06987004966630221,0.3492257884720165,0.16707083252005012,2.083333333333333,0.0,2.4390243902439024,5.555555555555555
Heavy,2005,101,3/1/2005,5954.686777800166,3551.0839522641986,1617.4315269967176,786.1712985392583,4.135199151250116,5.036998513849927,4.147260325632609,2.2787573870703137,0.05281454928791187,0.1498823404543403,0.36160437684479274,0.5252390902050921,0.6944444444444444,0.0,2.564102564102564,0.0
Heavy,2005,101,3/2/2005,6686.148848422339,5445.28812443581,540.7410620324559,700.1196619540754,4.643158922515513,7.723812942462141,1.3900798509831773,2.023467231081143,0.03419446921439359,0.06588534934740044,0.16620994273719275,0.2976405232446061,0.0,0.0,0.0,0.0
Heavy,2005,101,3/3/2005,6860.999728658547,4975.8687675368965,780.8266692630174,1104.304291858634,4.764583144901769,7.057969883031059,2.0021196647769677,3.2008820053873452,0.054207019876435,0.025426496240797052,0.1854049094295548,0.32733883503668,0.0,0.0,0.0,0.0
Heavy,2005,101,3/4/2005,7922.970559616171,5916.508569531681,1107.3312564417706,899.1307336427169,5.5020628886223415,8.39221073692437,2.839310913953258,2.606176039544107,0.09548819118961012,0.14087117121889778,0.047377560754092204,0.04026919941569016,0.0,0.0,0.0,0.0
Heavy,2005,101,3/5/2005,6467.529024541025,4588.985053506859,966.646505895182,911.8974651389775,4.491339600375712,6.509198657456538,2.4785807843466205,2.6431810583738478,0.17099525605163005,0.16339136691535255,0.4945921329888341,0.25579519159793446,0.0,0.0,0.0,0.0
Heavy,2005,101,3/6/2005,8523.891574978745,7066.542180663627,629.5192842244752,827.8301100906441,5.919369149290795,10.023464086047698,1.6141520108319878,2.399507565480128,0.09124505380268871,0.10898680469663266,0.09988833781920284,0.12651335719676357,19.93006993006993,40.714285714285715,0.0,0.0
Heavy,2005,101,3/7/2005,8169.826217805602,6618.158711734507,707.3643318527512,844.303174218341,5.673490429031668,9.38745916558086,1.8137546970583365,2.4472555774444666,0.14967777677829572,0.18570692628457872,0.05455672334413693,0.09210149076252469,33.44947735191638,19.148936170212767,1.2987012987012987,98.55072463768117
Heavy,2005,101,3/8/2005,7167.161665393578,5147.534537297066,1080.1668891257248,939.4602389707867,4.977195600967763,7.301467428790165,2.769658690065961,2.7230731564370627,0.07344467493072641,0.1929078527121311,0.12188580975474503,0.46454833610134855,56.59722222222222,61.702127659574465,97.43589743589743,0.0
Heavy,2005,101,3/9/2005,7062.551398600653,5344.082331122659,849.4657631271039,869.003304350886,4.904549582361565,7.580258625705898,2.178117341351548,2.5188501575388,0.03502127682058847,0.14692991769559255,0.032667731324075654,0.5567452464809997,26.480836236933797,53.90070921985816,0.0,0.0
Heavy,2005,101,3/10/2005,6165.922682735543,4706.098001341188,698.7065571508662,761.1181242434895,4.281890751899683,6.675316313959132,1.7915552747458108,2.2061394905608394,0.07583534369901085,0.06319977491824025,0.39254342164036327,0.39957898634590017,12.5,0.0,1.282051282051282,50.72463768115942
Heavy,2005,101,3/11/2005,6170.863174108717,3868.5086017947438,1105.9213363699212,1196.4332359440534,4.285321648686609,5.487246243680487,2.835695734281849,3.4679224230262418,0.18313802567655205,0.3370130010902044,0.16249506522846463,0.21291891537705623,18.466898954703833,21.27659574468085,29.87012987012987,0.0
Heavy,2005,101,3/12/2005,5812.404450884526,4432.6634461176745,734.7555742871729,644.9854304796794,4.036391979780921,6.287465881017978,1.883988652018392,1.8695229868976215,0.140884249080939,0.1339627260503952,0.24950688837108276,0.4349568358094007,0.0,0.0,0.0,0.0
Heavy,2005,101,3/13/2005,5416.765949094207,3571.328340415436,714.9666006596286,1130.4710080191476,3.7616430202043105,5.0657139580360795,1.8332476939990479,3.27672755947579,0.029031029288892098,0.09280723432195619,0.15214930814949776,0.23599483499066784,13.986013986013987,28.368794326241137,0.0,0.0
Heavy,2005,101,3/14/2005,8230.257038900125,5946.578216064067,1116.6278118092873,1167.051011026769,5.715456277013976,8.434862717821373,2.863148235408429,3.3827565537007795,0.033742972692593486,0.0466295720583424,0.1297663535953678,0.22356170226240046,48.6013986013986,60.28368794326241,1.3157894736842104,76.81159420289855
Heavy,2005,101,3/15/2005,7334.1334514702585,5072.415360058664,802.5988315979855,1459.1192598136083,5.110894391268473,7.194915404338531,2.0846722898648973,4.229331187865531,0.03708372439416472,0.017220509981353296,0.018143628259172522,0.22549292468483198,42.435424354243544,9.219858156028367,96.15384615384616,51.92307692307693
Heavy,2005,4179,2/19/2005,5202.474820197957,3879.3246878989057,573.1519599737829,749.9981723252704,3.6103225677987214,5.790036847610307,1.3945303162379148,2.0833282564590845,0.020129946539582468,0.05467740968685855,0.3720337672070195,0.6725459351531754,0.0,0.0,0.0,0.0
Heavy,2005,4179,2/20/2005,6394.073063025534,4955.4146590392365,646.3604080071673,792.2979959791292,4.440328515989954,7.396141282148114,1.5764888000174813,2.200827766608692,0.12888242354493956,0.13977641023989681,0.4145622511144306,0.4071736287044078,0.0,0.0,0.0,0.0
Heavy,2005,4179,2/21/2005,5577.7138225469735,3976.777811794879,601.3914164711423,999.5445942809517,3.876104115737994,5.935489271335641,1.4703946612986365,2.7765127618915324,0.029051570956403018,0.1505787450248223,0.22761554165911926,0.5822883664928918,0.34843205574912894,0.7518796992481203,0.0,0.0
Heavy,2005,4179,2/22/2005,5538.545802335818,4234.3530678787665,781.8976019707574,522.2951324862938,3.846212362733207,6.31992995205786,1.907067321879896,1.4508198124619274,0.10381729470063583,0.12350614098248786,0.3588570801051964,0.24244372967659056,0.0,0.0,0.0,0.0
Heavy,2005,4179,2/23/2005,8217.11327646846,5338.736028644384,966.6348672435292,1911.7423805805486,5.706328664214209,7.968262729319975,2.3576460176671445,5.310395501612635,0.055630778998817354,0.06635443580797779,0.22279281090890715,0.15540749027731213,0.36363636363636365,0.0,1.2345679012345678,0.0
Heavy,2005,4179,2/24/2005,4310.813166173297,3264.2548418962124,449.29755389349214,597.2607703835963,2.993620254287012,4.908653897588289,1.0958476924231515,1.6363308777632775,0.2374733725761301,0.25704833016066064,0.01354900818415221,0.2561884518465807,38.19444444444444,21.804511278195488,98.78048780487805,0.0
Heavy,2005,4179,2/25/2005,5647.6330013822735,4475.254232553597,471.94110045462565,700.4376683740502,3.9219673620710234,6.679483929184473,1.1510758547673796,1.9456601899279171,0.023871847089475682,0.08169387587422686,0.02611036069787501,0.25647421745419574,0.0,0.0,0.0,0.0
Heavy,2005,4179,2/26/2005,3749.4401504798425,2690.9943952774333,535.3794248980965,523.0663303043141,2.6037778822776683,4.016409545190199,1.305803475361211,1.4529620286230946,0.3673497249311568,0.5243294052652192,0.2749189553951993,0.05079887872766712,53.31010452961672,60.150375939849624,1.2195121951219512,100.0
Heavy,2005,4179,2/27/2005,4472.785591735523,2964.4155242368565,615.5125553282174,892.8575121704496,3.106101105371891,4.4245007824430695,1.5012501349468719,2.4801597560290265,0.06128798313287839,0.08591325086062891,0.019406443636516047,0.01812474991152587,92.36111111111111,89.55223880597015,98.78048780487805,90.27777777777779
Heavy,2005,4179,2/28/2005,7234.770096405773,6064.956506328599,658.6735036530864,511.1400864240835,5.024145900281787,9.052173890042685,1.606520740617284,1.4198335734002319,0.023568683290080134,0.018497138731246227,0.12055685746556608,0.030729935980177002,70.83333333333334,44.02985074626866,91.46341463414635,97.22222222222221
Heavy,2005,4179,3/1/2005,5815.950564128926,4680.366657537722,679.4121806702735,456.17172592093164,4.038854558422865,6.638817953954216,1.742082514539163,1.322236886727338,0.07407477469003595,0.08994637183584109,0.04105320108653298,0.05074847116794318,45.48611111111111,39.71631205673759,96.15384615384616,0.0
Heavy,2005,4179,3/2/2005,5424.284947198403,4395.271732093783,510.91952191868796,518.0936931859368,3.7668645466655573,6.234427988785507,1.310050056201764,1.5017208498143095,0.04407301303436488,0.07668232528177754,0.05194072454064414,0.2699791361842244,0.6944444444444444,0.0,2.564102564102564,0.0
Heavy,2005,4179,3/3/2005,6009.656776094595,4979.888988729226,554.528696479174,475.2390908861991,4.173372761176802,7.063672324438619,1.4218684525107024,1.3775046112643452,0.07750958227218877,0.12017870075025744,0.10309119608253534,0.21379796889391114,0.0,0.0,0.0,0.0
Heavy,2005,4179,3/4/2005,5484.141772079539,4540.048027095699,513.31391192993,430.77983305391075,3.8084317861663464,6.439784435596736,1.3161895177690512,1.2486371972577124,0.011054602225884488,0.03225006975450198,0.17943343512281165,0.2829738450092831,0.0,0.0,0.0,0.0
Heavy,2005,4179,3/5/2005,5997.992095932743,4933.8299168863,675.6311097062139,388.53106934022554,4.165272288842183,6.9983403076401425,1.732387460785164,1.1261770125803638,0.03331621375765099,0.05827856548250041,0.16493989421975222,0.04735834820392488,1.3888888888888888,2.8368794326241136,0.0,0.0
Heavy,2005,4179,3/6/2005,6026.1548060175155,4211.135700610081,637.4426923145642,1177.5764130928715,4.184829726401053,5.973242128524937,1.6344684418322157,3.413264965486584,0.05912604351281964,0.19778234817830806,0.07187320599029638,0.4558663213247929,3.8596491228070176,7.857142857142857,0.0,0.0
Heavy,2005,4179,3/7/2005,5875.046722220386,4543.647808175005,717.6919143569074,613.7069996884727,4.07989355709749,6.444890508049652,1.8402356778382243,1.7788608686622398,0.05593487858822962,0.08838312758573276,0.08574817429671011,0.07979408877083892,12.237762237762238,2.877697841726619,0.0,44.927536231884055
Heavy,2005,4179,3/8/2005,5104.223017003565,3893.425597653191,580.2306447051177,630.5667746452557,3.5445993173635864,5.522589500217292,1.4877708838592762,1.8277297815804512,0.06646181996081896,0.06083563618146279,0.19010478380159807,0.029732150641503603,0.0,0.0,0.0,0.0
Heavy,2005,4179,3/9/2005,4623.9803781931805,3642.2275330353204,528.4680149988812,453.28483015897655,3.211097484856375,5.166280188702582,1.3550461923048236,1.3138690729245697,0.06464569923507084,0.08074117842222919,0.030875353297665116,0.04385942639309017,0.0,0.0,0.0,0.0
Heavy,2005,4179,3/10/2005,7188.915313786573,5947.745840925983,546.2925219277481,694.8769509328404,4.9923023012406755,8.436518923299268,1.4007500562249953,2.014136089660407,0.06578706674520787,0.09151766480019224,0.2638515238586844,0.07301502881739642,4.166666666666666,0.0,0.0,17.391304347826086
Heavy,2005,4179,3/11/2005,4729.06531188212,3489.266732195799,576.4641613239743,663.3344183623469,3.2840731332514723,4.949314513752906,1.4781132341640366,1.9227084590212955,0.1871195818227902,0.24142392356337125,0.11382271968910863,0.1815543970348446,0.0,0.0,0.0,0.0
Heavy,2005,4179,3/12/2005,5519.641012020111,3975.2997926824855,571.7872523247421,972.5539670128792,3.833084036125077,5.6387231101879225,1.466121159807031,2.8189970058344325,0.010799233929124871,0.059670434463079604,0.3710375090953648,0.3630105117369374,0.0,0.0,0.0,0.0
Heavy,2005,4179,3/13/2005,5102.041412691947,3985.48920403328,344.1569579136319,772.3952507450334,3.5430843143694073,5.653176175933731,0.8824537382400818,2.23882681375372,0.14714670594814325,0.10988305844868036,0.2713286564877851,0.2328716929822414,0.0,0.0,0.0,0.0
Heavy,2005,4179,3/14/2005,4349.280829016834,2936.413075484699,786.9826450646584,625.8851084674773,3.020333909039468,4.165124929765531,2.017904218114509,1.8141597346883398,0.04491073891630684,0.1018975485127626,0.09306092191040724,0.055102574677620184,0.0,0.0,0.0,0.0
Heavy,2005,4179,3/15/2005,4569.364931562984,3249.216482025002,397.3282415590724,922.8202079789064,3.184226433144936,4.6088177050000025,1.0320214066469413,2.6748411825475547,0.05746188873888147,0.07088929695812182,0.19979545159609685,0.42086573961892726,0.0,0.0,0.0,0.0
Heavy,2005,1006,2/19/2005,4203.115014736848,3181.816265981215,412.3852234986702,608.9135252569627,2.918829871345033,4.7489795014645,1.0082768300700984,1.6867410671938023,0.002598814078844492,0.050058565642612476,0.421380787621467,0.46913477079756866,0.0,0.0,0.0,0.0
Heavy,2005,1006,2/20/2005,6109.889357833839,4744.91262584585,653.4021938408092,711.5745381471775,4.242978720717944,7.081959143053507,1.5936638874166078,1.9765959392977153,0.12027516321000972,0.14707123311552742,0.30311754996061974,0.33980728268814453,0.0,0.0,0.0,0.0
Heavy,2005,1006,2/21/2005,5379.822235113394,3898.843225828262,455.91381510628815,1025.065194178841,3.73598766327319,5.819168993773525,1.1119849148933858,2.8474033171634474,0.04169715605233798,0.06799516754994689,0.32799076733230376,0.2712965469891201,0.3472222222222222,0.7462686567164178,0.0,0.0
Heavy,2005,1006,2/22/2005,4729.320196419887,3318.3810604875584,666.4579979537724,744.481137978557,3.2842501364026995,4.952807552966505,1.6255073120823718,2.0680031610515472,0.1365276196599732,0.14678658333818353,0.4960356854834293,0.15913024814441037,0.0,0.0,0.0,0.0
Heavy,2005,1006,2/23/2005,7472.72437894726,5070.722883726087,1078.978007104193,1323.0234881169815,5.189391929824486,7.568243110038936,2.6316536758638853,3.6750652447693932,0.0736169494259065,0.09403081679817223,0.27367943229085184,0.4120171493382438,0.0,0.0,0.0,0.0
Heavy,2005,1006,2/24/2005,5638.99702050947,3918.5401827762207,1088.4015950969304,632.0552426363174,3.915970153131576,5.848567436979434,2.6546380368217815,1.7557090073231039,0.1518017302457173,0.19398751882104687,0.1595736646500287,0.30279699223667406,33.44947735191638,23.134328358208954,80.24691358024691,0.0
Heavy,2005,1006,2/25/2005,4674.5211702303595,3384.1035658803453,631.9896654223281,658.4279389276882,3.246195257104416,5.05090084459753,1.5414382083471418,1.828966497021356,0.05846880035168902,0.16348431455248236,0.020905237067136567,0.5061684239664098,0.0,0.0,0.0,0.0
Heavy,2005,1006,2/26/2005,5224.1837862137045,3134.8389858550518,835.1747061319569,1254.1700942266946,3.6279054070928503,4.6788641579926145,2.037011478370627,3.483805817296374,0.07021212454893191,0.15551561766074296,0.2982381357286147,0.45203879890708104,0.0,0.0,0.0,0.0
Heavy,2005,1006,2/27/2005,6066.803776834849,4071.8810788107494,897.7980879858801,1097.124610038221,4.213058178357533,6.077434445986193,2.1897514341119027,3.04756836121728,0.03014454089922466,0.10488796836653984,0.14552559564288847,0.36908571958057707,0.0,0.0,0.0,0.0
Heavy,2005,1006,2/28/2005,5818.152061972205,4144.276430672163,893.2465148508863,780.6291164491585,4.040383376369586,6.185487209958452,2.1839768089263725,2.162407524789913,0.0883989678499112,0.08002065747599078,0.1568756620511417,0.15293969026947302,0.0,0.0,0.0,0.0
Heavy,2005,1006,3/1/2005,5268.441322251953,3932.9546066763155,720.0201690639486,615.4665465116976,3.658639807119412,5.57865901656215,1.8462055617024324,1.7839610043817322,0.033764611269599815,0.03431728165387636,0.23406129612598772,0.2311082687763605,0.0,0.0,0.0,0.0
Heavy,2005,1006,3/2/2005,5742.29441775289,4319.692897110833,727.035271985096,695.5662486569628,3.98770445677284,6.127223967533096,1.8641930050899898,2.016134054078153,0.06343950301434435,0.0501563757307585,0.2839972556715542,0.1755530966716159,0.0,0.0,0.0,0.0
Heavy,2005,1006,3/3/2005,4813.353021479891,3565.509766075875,758.4941899408335,489.3490654631821,3.342606264916591,5.057460661100532,1.9448568972841884,1.4184030882990786,0.050539248380467326,0.05593028733810817,0.18384711318147917,0.2634422230282834,0.0,0.0,0.0,0.0
Heavy,2005,1006,3/4/2005,7214.838929820891,6188.4451362016425,603.9613845892898,422.4324090299561,5.010304812375619,8.777936363406585,1.5486189348443327,1.2244417653042206,0.075630068828604,0.1067767360178974,0.2323248856506544,0.26428778203939757,7.986111111111111,16.312056737588655,0.0,0.0
Heavy,2005,1006,3/5/2005,5082.491475825059,3822.8656251280377,373.85613561506386,885.7697150819549,3.5295079693229576,5.422504432805727,0.9586054759360612,2.567448449512913,0.07142541602633216,0.09669829016062234,0.10578978762206225,0.20884031186421426,11.458333333333332,0.0,1.282051282051282,46.3768115942029
Heavy,2005,1006,3/6/2005,6954.864210924077,4979.169121094102,1278.0254756411368,697.6696141888418,4.82976681314172,7.062651235594471,3.276988399079838,2.0222307657647587,0.1635400671014364,0.2559907549518757,0.05314151541865929,0.15932325240423467,60.763888888888886,72.3404255319149,93.58974358974359,0.0
Heavy,2005,1006,3/7/2005,3176.324441955204,2202.767002018342,339.7891531292858,633.7682868075742,2.204250133209718,3.1244922014444563,0.8690259670825724,1.837009526978476,0.0473909054587947,0.02565811526183602,0.016196496170595057,0.2840156812845249,0.0,0.0,0.0,0.0
Heavy,2005,1006,3/8/2005,4560.286827669704,2976.774562741451,749.5296867809932,833.9825781472598,3.169066593238154,4.222375266299931,1.9268115341413707,2.4173408062239417,0.21993517293915194,0.17896196654082097,0.16482832486771226,0.5840262937551879,0.0,0.0,0.0,0.0
Heavy,2005,1006,3/9/2005,5516.483966972477,4313.277461820745,519.4223892869885,683.7841158647435,3.8308916437308866,6.1181240593202055,1.3318522802230475,1.9819829445354884,0.1225698892366972,0.20678191062028137,0.07912930513774262,0.40326512355586314,26.480836236933797,54.285714285714285,0.0,0.0
Heavy,2005,1006,3/10/2005,5469.175604916448,4023.8515849358873,451.9580487830463,993.365971197514,3.798038614525311,5.70759090061828,1.1588667917514008,2.879321655644968,0.131095813487962,0.07440677977879256,0.24546768996975055,0.44105426883086823,7.638888888888889,0.0,1.282051282051282,30.434782608695656
Heavy,2005,1006,3/11/2005,5225.151225266495,3961.7799850651554,851.915948907899,411.45529129343595,3.6285772397683993,5.619546078106604,2.1843998689946127,1.192624032734597,0.19061667479668876,0.3348114958282993,0.33329363349703006,0.12675524250127723,20.557491289198605,21.98581560283688,36.36363636363637,0.0
Heavy,2005,1006,3/12/2005,5205.864127285797,3941.908885292519,648.0793049794847,615.8759370137964,3.6151834217262477,5.591360120982296,1.6617418076397044,1.7851476435182503,0.03904811804968143,0.06805639737977118,0.1989385771486922,0.14645239857233736,0.0,0.0,0.0,0.0
Heavy,2005,1006,3/13/2005,4310.362091111726,2995.0688873407557,401.4172262963995,913.8759774745691,2.9933070077164765,4.248324662894689,1.0292749392215372,2.6489158767378815,0.13820774319112694,0.18577972569714699,0.25327439130596563,0.21971817493783383,0.0,0.0,0.0,0.0
Heavy,2005,1006,3/14/2005,5641.221137350303,3842.3699925012065,832.1028244817653,966.7483203673305,3.9175146787154884,5.450170202129371,2.1335969858506805,2.8021690445429868,0.028530041724242113,0.16576479738075403,0.10347633458317936,0.39934860782033277,38.32752613240418,78.01418439716312,0.0,0.0
Heavy,2005,1006,3/15/2005,3698.609111648956,2401.381406170818,482.72896006609386,814.4987454120438,2.5774279523686103,3.4305448659583115,1.2538414547171268,2.3271392726058395,0.07700723192495167,0.0501694850079965,0.19359774580070324,0.12862880301076987,0.0,0.0,0.0,0.0
Heavy,2005,104,2/19/2005,5313.483795456373,3970.3606167307676,699.8188386557333,643.3043400698721,3.689919302400259,5.9259113682548765,1.706875216233496,1.786956500194089,0.011429147092377641,0.052610244098149704,0.24336485026561244,0.45410786368366285,0.0,0.0,0.0,0.0
Heavy,2005,104,2/20/2005,6300.161590587686,4633.609196342715,737.7268801500032,928.8255140949674,4.375112215685893,6.915834621407038,1.7993338540243982,2.5800708724860204,0.134410374790627,0.15094414447420032,0.29167493870742833,0.39091074815960486,0.0,0.0,0.0,0.0
Heavy,2005,104,2/21/2005,5810.547159717824,4416.803157496267,497.5920083571601,896.1519938644001,4.035102194248489,6.592243518651145,1.2136390447735612,2.489311094067778,0.03159915353958543,0.061757649713022736,0.16969221678311897,0.2943253320370723,1.3888888888888888,2.9850746268656714,0.0,0.0
Heavy,2005,104,2/22/2005,6837.7526443089255,4953.1651834923,508.69114329540474,1375.8963175212232,4.748439336325642,7.392783855958656,1.240710105598548,3.8219342153367313,0.028844789889600105,0.0362557997629041,0.17284253933928176,0.2061902325807661,0.0,0.0,0.0,0.0
Heavy,2005,104,2/23/2005,6857.401643296159,4750.127242635523,594.9781519330855,1512.296248727547,4.762084474511221,7.0897421531873475,1.451166224227038,4.200822913132075,0.0197499666150358,0.05724311815703283,0.2161234375642744,0.14727745396480948,2.2058823529411766,5.042016806722689,0.0,0.0
