Pixel,Northing,Easting
50766,3631073.005,544725.6082
50767,3623187.378,541217.2045
50768,3628977.378,540287.2045
50769,3629877.378,541817.2045
50770,3629487.378,542297.2045
50771,3629907.378,541517.2045
50772,3627987.378,546557.2045
50773,3628077.378,544247.2045
50774,3624057.378,539327.2045
50775,3631197.378,542867.2045
50776,3624327.378,547787.2045
50777,3628467.378,543287.2045
50778,3627717.378,542777.2045
50779,3628467.378,548507.2045
50780,3631377.378,542477.2045
50781,3627867.378,544007.2045
50782,3628077.378,547637.2045
50783,3628437.378,544937.2045
50784,3631707.378,542537.2045
50785,3628287.378,541337.2045
50786,3624117.378,541007.2045
50787,3627687.378,538787.2045
50788,3630717.378,543767.2045
50789,3629007.378,544217.2045
50790,3627747.378,543527.2045
50791,3628797.378,545687.2045
50792,3630117.378,545057.2045
50793,3629157.378,544607.2045
50794,3624297.378,542207.2045
50795,3628557.378,544487.2045
50796,3629367.378,546347.2045
50797,3628647.378,540617.2045
50798,3628197.378,545747.2045
50799,3627717.378,539267.2045
50800,3628797.378,545417.2045
50801,3627837.378,542717.2045
50802,3624657.378,539417.2045
50803,3623757.378,542987.2045
50804,3628167.378,548297.2045
50805,3627987.378,545057.2045
50806,3630417.378,544487.2045
50807,3630747.378,544337.2045
50808,3628677.378,545477.2045
50809,3628047.378,544367.2045
50810,3628197.378,547817.2045
50811,3627747.378,545507.2045
50812,3627777.378,539207.2045
50813,3627957.378,539177.2045
50814,3628347.378,541547.2045
50815,3628527.378,547757.2045
50816,3629035.968,539718.7238
50817,3628647.378,546167.2045
50818,3629697.378,542087.2045
50819,3630477.378,543197.2045
50820,3629817.378,546467.2045
50821,3628437.378,548177.2045
50822,3628887.378,544877.2045
50823,3631167.378,544187.2045
50824,3624837.378,548417.2045
50825,3628827.378,548177.2045
50826,3629637.378,541097.2045
50827,3628077.378,540677.2045
50828,3627801.94,538643.9403
50829,3628137.378,547697.2045
50830,3629487.378,545117.2045
50831,3624867.378,545387.2045
50832,3631047.378,543737.2045
50833,3627867.378,544217.2045
50834,3623967.378,543407.2045
50835,3627777.378,540827.2045
50836,3629937.378,545297.2045
50837,3629487.378,543647.2045
50838,3628197.378,548177.2045
50839,3627627.378,546977.2045
50840,3627567.378,545627.2045
50841,3630387.378,546047.2045
50842,3628857.378,539687.2045
50843,3627897.378,539897.2045
50844,3628047.378,543767.2045
50845,3628047.378,544757.2045
50846,3629907.378,544757.2045
50847,3628407.378,543017.2045
50848,3629697.378,546107.2045
50849,3628527.378,542027.2045
50850,3630987.378,542027.2045
50851,3631873.903,542915.6897
50852,3628887.378,539687.2045
50853,3630177.378,542627.2045
50854,3628737.378,546677.2045
50855,3629157.378,548627.2045
50856,3627627.378,543497.2045
50857,3629007.378,542477.2045
50858,3628077.378,543497.2045
50859,3629367.378,544127.2045
50860,3630717.378,545267.2045
50861,3623577.378,541757.2045
50862,3628677.378,543737.2045
50863,3627867.378,545447.2045
50864,3629157.378,541517.2045
50865,3628407.378,546407.2045
50866,3628377.378,540587.2045
50867,3628347.378,546707.2045
50868,3624567.378,539867.2045
50869,3628437.378,543047.2045
50870,3629757.378,543227.2045
50871,3627627.378,539207.2045
50872,3627747.378,539597.2045
50873,3629427.378,541877.2045
50874,3629097.378,546497.2045
50875,3628947.378,543827.2045
50876,3628587.378,547757.2045
50877,3623937.378,539327.2045
50878,3624027.378,541727.2045
50879,3627627.378,540497.2045
50880,3629067.378,542297.2045
50881,3627777.378,547697.2045
50882,3630417.378,541637.2045
50883,3628737.378,546347.2045
50884,3624987.378,546617.2045
50885,3624267.378,542177.2045
50886,3624777.378,537917.2045
50887,3624027.378,547217.2045
50888,3627627.378,545897.2045
50889,3628977.378,546257.2045
50890,3628947.378,539657.2045
50891,3623607.378,543197.2045
50892,3630117.378,543227.2045
50893,3630417.378,545237.2045
50894,3624387.378,548357.2045
50895,3628317.378,542657.2045
50896,3627567.378,544547.2045
50897,3629307.378,542897.2045
50898,3627537.378,539207.2045
50899,3630327.378,541217.2045
50900,3627657.378,546107.2045
50901,3628317.378,540737.2045
50902,3629547.378,544367.2045
50903,3628467.378,547067.2045
50904,3628017.378,544457.2045
50905,3628827.378,543167.2045
50906,3630927.378,544067.2045
50907,3629667.378,542657.2045
50908,3628497.378,540287.2045
50909,3630207.378,542897.2045
50910,3624507.378,541337.2045
50911,3629007.378,544607.2045
50912,3628077.378,544967.2045
50913,3627717.378,541067.2045
50914,3627777.378,548057.2045
50915,3629817.378,542057.2045
50916,3623697.378,540857.2045
50917,3628107.378,541967.2045
50918,3627567.378,544157.2045
50919,3629277.378,541337.2045
50920,3630897.378,541607.2045
50921,3625017.378,547877.2045
50922,3623547.378,543287.2045
50923,3624777.378,543017.2045
50924,3630147.378,542657.2045
50925,3627987.378,547367.2045
50926,3628617.378,543827.2045
50927,3630027.378,543917.2045
50928,3623397.378,541937.2045
50929,3629487.378,547637.2045
50930,3628377.378,541607.2045
50931,3627837.378,542507.2045
50932,3627807.378,546647.2045
50933,3629907.378,543347.2045
50934,3629427.378,546317.2045
50935,3629037.378,547337.2045
50936,3624747.378,540617.2045
50937,3630777.378,542597.2045
50938,3629577.378,542717.2045
50939,3630237.378,541247.2045
50940,3624687.378,542057.2045
50941,3628797.378,546677.2045
50942,3624027.378,539507.2045
50943,3628107.378,546527.2045
50944,3628227.378,543377.2045
50945,3628317.378,546677.2045
50946,3627777.378,541307.2045
50947,3625017.378,547127.2045
50948,3629277.378,541787.2045
50949,3631317.378,543197.2045
50950,3628167.378,546137.2045
50951,3628107.378,548477.2045
50952,3623187.378,543347.2045
50953,3628527.378,541517.2045
50954,3628017.378,542867.2045
50955,3628617.378,543737.2045
50956,3629007.378,547487.2045
50957,3623667.378,542147.2045
50958,3627657.378,539957.2045
50959,3628617.378,548177.2045
50960,3628467.378,541577.2045
50961,3624357.378,539027.2045
50962,3628227.378,545357.2045
50963,3627777.378,543077.2045
50964,3627687.378,539177.2045
50965,3630567.378,545657.2045
50966,3627567.378,541727.2045
50967,3630657.378,541247.2045
50968,3627927.378,540137.2045
50969,3628017.378,543197.2045
50970,3627957.378,548177.2045
50971,3628947.378,546557.2045
50972,3629277.378,545627.2045
50973,3629577.378,546707.2045
50974,3628107.378,545417.2045
50975,3624867.378,543947.2045
50976,3629697.378,547127.2045
50977,3628107.378,545207.2045
50978,3627987.378,539027.2045
50979,3628377.378,548087.2045
50980,3629127.378,547397.2045
50981,3629667.378,545447.2045
50982,3628257.378,545327.2045
50983,3628467.378,547307.2045
50984,3629367.378,545927.2045
50985,3627837.378,543917.2045
50986,3623547.378,538997.2045
50987,3628227.378,546497.2045
50988,3628767.378,546677.2045
50989,3628287.378,541697.2045
50990,3630027.378,546257.2045
50991,3627747.378,546137.2045
50992,3627537.378,544847.2045
50993,3631197.378,542957.2045
50994,3627957.378,547607.2045
50995,3627837.378,544277.2045
50996,3627597.378,548177.2045
50997,3628797.378,539777.2045
50998,3625197.378,546167.2045
50999,3623697.378,544427.2045
51000,3627957.378,547367.2045
51001,3628257.378,543887.2045
51002,3627597.378,539867.2045
51003,3629683.317,547924.352
51004,3628857.378,543467.2045
51005,3629247.378,542207.2045
51006,3627597.378,545867.2045
51007,3623247.378,545597.2045
51008,3629757.378,541457.2045
51009,3624657.378,543827.2045
51010,3628407.592,548644.7251
51011,3628257.378,544577.2045
51012,3625017.378,540467.2045
51013,3629007.378,542207.2045
51014,3627987.378,545147.2045
51015,3624387.378,539147.2045
51016,3628287.378,540407.2045
51017,3629787.378,545267.2045
51018,3628497.378,543647.2045
51019,3630747.378,543047.2045
51020,3624297.378,543167.2045
51021,3624117.378,541877.2045
51022,3629247.378,547157.2045
51023,3629187.378,544637.2045
51024,3629127.378,542477.2045
51025,3628677.378,540497.2045
51026,3628047.378,543257.2045
51027,3629749.908,540325.697
51028,3629877.378,546587.2045
51029,3628827.378,540677.2045
51030,3628587.378,545987.2045
51031,3627597.378,545687.2045
51032,3629277.378,541817.2045
51033,3628947.378,541967.2045
51034,3627747.378,539777.2045
51035,3623757.378,541037.2045
51036,3629487.378,540647.2045
51037,3627687.378,544247.2045
51038,3628437.378,547847.2045
51039,3630837.378,541667.2045
51040,3628107.378,541577.2045
51041,3628767.378,546617.2045
51042,3628257.378,544367.2045
51043,3628587.378,540917.2045
51044,3627777.378,547427.2045
51045,3627927.378,541997.2045
51046,3627687.378,544397.2045
51047,3627537.378,546047.2045
51048,3624477.378,547067.2045
51049,3624867.378,546377.2045
51050,3628737.378,547217.2045
51051,3628857.378,546287.2045
51052,3629007.378,545447.2045
51053,3629667.378,546557.2045
51054,3629667.378,540677.2045
51055,3627897.378,540557.2045
51056,3628827.378,541127.2045
51057,3627987.378,545297.2045
51058,3631077.378,543857.2045
51059,3623127.378,540707.2045
51060,3631197.378,542447.2045
51061,3628617.378,546677.2045
51062,3627747.378,542117.2045
51063,3623997.378,539837.2045
51064,3623817.378,542387.2045
51065,3624537.378,545837.2045
51066,3627657.378,547367.2045
51067,3628587.378,548387.2045
51068,3623427.378,542327.2045
51069,3623187.378,542627.2045
51070,3624867.378,543737.2045
51071,3628857.378,540557.2045
51072,3629277.378,547607.2045
51073,3630117.378,541937.2045
51074,3628107.378,540257.2045
51075,3629637.378,540287.2045
51076,3628527.378,545087.2045
51077,3628347.378,547427.2045
51078,3623457.378,541487.2045
51079,3629817.378,543077.2045
51080,3628947.378,546107.2045
51081,3628587.378,541727.2045
51082,3627657.378,545657.2045
51083,3631077.378,543947.2045
51084,3624327.378,541037.2045
51085,3628587.378,543767.2045
51086,3630447.378,541727.2045
51087,3628767.378,542687.2045
51088,3629817.378,544007.2045
51089,3624207.378,543107.2045
51090,3628137.378,541667.2045
51091,3628737.378,546557.2045
51092,3622741.988,541246.9472
51093,3628407.378,545117.2045
51094,3624927.378,543617.2045
51095,3623937.378,546377.2045
51096,3627987.378,539477.2045
51097,3630237.378,542897.2045
51098,3625077.378,543107.2045
51099,3631737.378,542237.2045
51100,3628287.378,540077.2045
51101,3624207.378,547637.2045
51102,3629007.378,546557.2045
51103,3622977.378,543167.2045
51104,3627867.378,542147.2045
51105,3627597.378,547337.2045
51106,3630747.378,543197.2045
51107,3624777.378,538247.2045
51108,3628767.378,548387.2045
51109,3625017.378,547337.2045
51110,3623697.378,539087.2045
51111,3624837.378,541877.2045
51112,3625047.378,546287.2045
51113,3624417.378,542777.2045
51114,3628317.378,542687.2045
51115,3627717.378,544877.2045
51116,3624837.378,541577.2045
51117,3629787.378,544037.2045
51118,3624507.378,544367.2045
51119,3628167.378,543437.2045
51120,3628737.378,542807.2045
51121,3627957.378,540527.2045
51122,3623457.378,546557.2045
51123,3627777.378,541157.2045
51124,3627627.378,542477.2045
51125,3631544.534,543667.132
51126,3628047.378,541997.2045
51127,3629547.378,543917.2045
51128,3628947.378,548207.2045
51129,3628077.378,544907.2045
51130,3630447.378,544667.2045
51131,3628707.378,543077.2045
51132,3629637.378,541367.2045
51133,3628797.378,541247.2045
51134,3627657.378,543977.2045
51135,3627627.378,544247.2045
51136,3628137.378,541697.2045
51137,3627687.378,544277.2045
51138,3629907.378,540827.2045
51139,3629217.378,547997.2045
51140,3623187.378,539687.2045
51141,3627567.378,542447.2045
51142,3627717.378,540737.2045
51143,3625257.378,537857.2045
51144,3628107.378,548537.2045
51145,3628017.378,541877.2045
51146,3627687.378,546587.2045
51147,3629907.378,546827.2045
51148,3630897.378,541877.2045
51149,3628257.378,543737.2045
51150,3628137.378,546377.2045
51151,3628317.378,543557.2045
51152,3627567.378,541577.2045
51153,3628047.378,547517.2045
51154,3629157.378,544157.2045
51155,3629007.378,541127.2045
51156,3629367.378,547187.2045
51157,3628497.378,548327.2045
51158,3629187.378,546557.2045
51159,3624507.378,545387.2045
51160,3628227.378,547307.2045
51161,3628168.053,548643.0062
51162,3625197.378,548027.2045
51163,3629547.378,545147.2045
51164,3630357.378,542087.2045
51165,3629157.378,544937.2045
51166,3628047.378,540737.2045
51167,3627567.378,541307.2045
51168,3628557.378,547937.2045
51169,3627657.378,542717.2045
51170,3627567.378,543347.2045
51171,3629007.378,542987.2045
51172,3627687.378,544877.2045
51173,3628407.378,546617.2045
51174,3624837.378,543137.2045
51175,3627687.378,547457.2045
51176,3631287.378,543017.2045
51177,3631317.378,542417.2045
51178,3628137.378,546767.2045
51179,3628437.378,541997.2045
51180,3628767.378,546287.2045
51181,3627627.378,546887.2045
51182,3627687.378,540317.2045
51183,3628617.378,544667.2045
51184,3628377.378,544007.2045
51185,3629457.378,544157.2045
51186,3628017.378,547697.2045
51187,3630687.378,545567.2045
51188,3627897.378,548567.2045
51189,3628767.378,544847.2045
51190,3629397.378,543017.2045
51191,3629547.378,542687.2045
51192,3628827.378,547547.2045
51193,3628437.378,539777.2045
51194,3628377.378,539177.2045
51195,3624447.378,545897.2045
51196,3628077.378,546197.2045
51197,3627687.378,548207.2045
51198,3627807.378,546107.2045
51199,3627927.378,540617.2045
51200,3627987.378,542597.2045
51201,3628017.378,546797.2045
51202,3630327.378,542477.2045
51203,3628557.378,543017.2045
51204,3629577.378,542507.2045
51205,3628737.378,547997.2045
51206,3629637.378,541757.2045
51207,3624807.378,545147.2045
51208,3628737.378,543677.2045
51209,3630297.378,541577.2045
51210,3628407.378,544247.2045
51211,3624147.378,544937.2045
51212,3628317.378,548357.2045
51213,3624147.378,540617.2045
51214,3627687.378,548027.2045
51215,3623997.378,542027.2045
51216,3627867.378,547457.2045
51217,3627987.378,547307.2045
51218,3628917.378,544007.2045
51219,3624477.378,543347.2045
51220,3628047.378,539507.2045
51221,3629187.378,543197.2045
51222,3627897.378,540437.2045
51223,3627867.378,539357.2045
51224,3628197.378,543977.2045
51225,3629607.378,546197.2045
51226,3629067.378,540797.2045
51227,3631437.378,543287.2045
51228,3628347.378,547067.2045
51229,3624747.378,544757.2045
51230,3628887.378,542087.2045
51231,3629667.378,543767.2045
51232,3629187.378,541547.2045
51233,3627687.378,542327.2045
51234,3629067.378,540887.2045
51235,3628737.378,546257.2045
51236,3625197.378,545537.2045
51237,3624957.378,544847.2045
51238,3628347.378,545837.2045
51239,3628707.378,546977.2045
51240,3624237.378,542147.2045
51241,3623817.378,540467.2045
51242,3628497.378,542237.2045
51243,3628497.378,539927.2045
51244,3624747.378,545627.2045
51245,3628767.378,540467.2045
51246,3628077.378,548117.2045
51247,3628677.378,539597.2045
51248,3628437.378,540317.2045
51249,3628017.378,548237.2045
51250,3628437.378,542417.2045
51251,3628947.378,542087.2045
51252,3624837.378,539867.2045
51253,3624957.378,539147.2045
51254,3631407.378,543677.2045
51255,3629397.378,542957.2045
51256,3629127.378,543677.2045
51257,3628497.378,544577.2045
51258,3628407.378,542537.2045
51259,3630207.378,545657.2045
51260,3629187.378,545357.2045
51261,3628077.378,540557.2045
51262,3628167.378,543077.2045
51263,3628947.378,548597.2045
51264,3629547.378,544817.2045
51265,3627687.378,548507.2045
51266,3623337.378,545597.2045
51267,3623997.378,547607.2045
51268,3624147.378,546917.2045
51269,3628197.378,547787.2045
51270,3628587.378,539717.2045
51271,3627597.378,542867.2045
51272,3623907.378,539207.2045
51273,3628827.378,544187.2045
51274,3622917.378,540737.2045
51275,3631107.378,542267.2045
51276,3628707.378,540107.2045
51277,3628527.378,545207.2045
51278,3629877.378,543617.2045
51279,3630507.378,542237.2045
51280,3624537.378,541217.2045
51281,3630477.378,544187.2045
51282,3627657.378,545327.2045
51283,3629037.378,541487.2045
51284,3629097.378,541787.2045
51285,3629397.378,543947.2045
51286,3627747.378,539927.2045
51287,3629187.378,546197.2045
51288,3627897.378,544187.2045
51289,3629121.632,539784.2064
51290,3628497.378,543407.2045
51291,3628767.378,540107.2045
51292,3623097.378,544307.2045
51293,3628407.378,539297.2045
51294,3631437.378,542117.2045
51295,3628767.378,547517.2045
51296,3630627.378,542927.2045
51297,3628077.378,544157.2045
51298,3628677.499,548646.662
51299,3630867.378,541907.2045
51300,3628347.378,544127.2045
51301,3627627.378,546107.2045
51302,3623067.378,543017.2045
51303,3623037.378,543347.2045
51304,3627597.378,546527.2045
51305,3624597.378,547427.2045
51306,3628707.378,545357.2045
51307,3629007.378,545297.2045
51308,3629277.378,542147.2045
51309,3628647.378,539987.2045
51310,3624087.378,542297.2045
51311,3628497.378,541067.2045
51312,3628257.378,543917.2045
51313,3623397.378,547127.2045
51314,3628017.378,539927.2045
51315,3631497.378,542837.2045
51316,3623607.378,548087.2045
51317,3628107.378,541217.2045
51318,3627987.378,545207.2045
51319,3627567.378,546167.2045
51320,3628467.378,544577.2045
51321,3628227.378,543047.2045
51322,3627957.378,544397.2045
51323,3623667.378,543287.2045
51324,3630657.378,542537.2045
51325,3628437.378,547877.2045
51326,3625227.378,544037.2045
51327,3623937.378,546467.2045
51328,3627567.378,548537.2045
51329,3628437.378,546467.2045
51330,3624597.378,542177.2045
51331,3628887.378,546257.2045
51332,3627837.378,548477.2045
51333,3624297.378,543797.2045
51334,3627957.378,543707.2045
51335,3627927.378,544007.2045
51336,3628887.378,545987.2045
51337,3628587.378,540467.2045
51338,3623727.378,546107.2045
51339,3628737.378,541097.2045
51340,3628287.378,544577.2045
51341,3627777.378,540257.2045
51342,3627837.378,547187.2045
51343,3624867.378,547217.2045
51344,3623697.378,542477.2045
51345,3624027.378,548207.2045
51346,3629307.378,544397.2045
51347,3627627.378,545687.2045
51348,3623367.378,539957.2045
51349,3631017.378,543677.2045
51350,3627627.378,545057.2045
51351,3629277.378,547007.2045
51352,3628227.378,546407.2045
51353,3628047.378,547577.2045
51354,3625167.378,545807.2045
51355,3627837.378,547217.2045
51356,3628287.378,547427.2045
51357,3624657.378,539567.2045
51358,3629817.378,547337.2045
51359,3628587.378,541307.2045
51360,3627717.378,540257.2045
51361,3629397.378,542357.2045
51362,3628857.378,548327.2045
51363,3622917.378,542447.2045
51364,3624897.378,539327.2045
51365,3629907.378,543047.2045
51366,3629877.378,546767.2045
51367,3629157.378,541727.2045
51368,3629367.378,544997.2045
51369,3630717.378,541367.2045
51370,3628707.378,544967.2045
51371,3624867.378,539567.2045
51372,3628587.378,544727.2045
51373,3627717.378,543887.2045
51374,3629067.378,541007.2045
51375,3627597.378,545987.2045
51376,3629697.378,542627.2045
51377,3627837.378,540257.2045
51378,3630657.378,541577.2045
51379,3629847.378,543917.2045
51380,3625107.378,541637.2045
51381,3628437.378,540647.2045
51382,3629127.378,540587.2045
51383,3628797.378,547157.2045
51384,3624357.378,542207.2045
51385,3627717.378,546317.2045
51386,3629847.378,541277.2045
51387,3627807.378,543797.2045
51388,3628317.378,545867.2045
51389,3627657.378,540137.2045
51390,3627717.378,547517.2045
51391,3624567.378,543527.2045
51392,3628977.378,543497.2045
51393,3628137.378,542207.2045
51394,3628677.378,547757.2045
51395,3628197.378,542807.2045
51396,3631827.378,542147.2045
51397,3630147.378,544457.2045
51398,3628527.378,545297.2045
51399,3628197.378,543017.2045
51400,3624207.378,540977.2045
51401,3624867.378,538067.2045
51402,3627957.378,545837.2045
51403,3629217.378,542987.2045
51404,3628077.378,540977.2045
51405,3624747.378,540347.2045
51406,3622887.378,541997.2045
51407,3629067.378,545567.2045
51408,3623277.378,543467.2045
51409,3625017.378,541577.2045
51410,3628557.378,545597.2045
51411,3628947.378,547967.2045
51412,3628797.378,541607.2045
51413,3627807.378,541127.2045
51414,3624747.378,543647.2045
51415,3628317.378,547517.2045
51416,3628077.378,547847.2045
51417,3628137.378,545327.2045
51418,3624027.378,545717.2045
51419,3628497.378,547817.2045
51420,3624747.378,539627.2045
51421,3628137.378,546497.2045
51422,3628677.378,548177.2045
51423,3630807.378,542207.2045
51424,3627747.378,539387.2045
51425,3628377.378,546767.2045
51426,3630567.378,543557.2045
51427,3630447.378,545387.2045
51428,3623607.378,548027.2045
51429,3627657.378,543857.2045
51430,3629397.378,546767.2045
51431,3631107.378,542207.2045
51432,3630297.378,541007.2045
51433,3627927.378,539987.2045
51434,3627747.378,548387.2045
51435,3627657.378,540737.2045
51436,3627957.378,547877.2045
51437,3628887.378,541097.2045
51438,3627957.378,539927.2045
51439,3628527.378,542147.2045
51440,3628077.378,546797.2045
51441,3625107.378,540707.2045
51442,3630567.378,543587.2045
51443,3628047.378,543017.2045
51444,3623337.378,546137.2045
51445,3624777.378,541187.2045
51446,3625047.378,539537.2045
51447,3629487.378,544607.2045
51448,3623847.378,547157.2045
51449,3628617.378,541487.2045
51450,3628077.378,542597.2045
51451,3629067.378,542357.2045
51452,3628347.378,539867.2045
51453,3627597.378,542537.2045
51454,3629007.378,547277.2045
51455,3627687.378,547037.2045
51456,3627657.378,547217.2045
51457,3624027.378,546977.2045
51458,3628437.378,547217.2045
51459,3623487.378,546617.2045
51460,3629277.378,546947.2045
51461,3623067.378,541637.2045
51462,3628977.378,544517.2045
51463,3627837.378,546767.2045
51464,3629667.378,542837.2045
51465,3628347.378,541367.2045
51466,3629877.378,547337.2045
51467,3625137.378,540017.2045
51468,3630087.378,543107.2045
51469,3629667.378,543617.2045
51470,3628647.378,547877.2045
51471,3628017.378,548597.2045
51472,3629397.378,541967.2045
51473,3627987.378,539717.2045
51474,3629187.378,544367.2045
51475,3629007.378,543947.2045
51476,3628497.378,542327.2045
51477,3629187.378,546977.2045
51478,3624567.378,543737.2045
51479,3630387.378,543647.2045
51480,3624957.378,545687.2045
51481,3630237.378,545207.2045
51482,3628077.378,546437.2045
51483,3629847.378,543737.2045
51484,3625227.378,544487.2045
51485,3627987.378,542567.2045
51486,3627957.378,544937.2045
51487,3628497.378,545897.2045
51488,3627627.378,542687.2045
51489,3624957.378,540377.2045
51490,3628377.378,542837.2045
51491,3629247.378,544607.2045
51492,3628977.378,546557.2045
51493,3630057.378,542537.2045
51494,3629307.378,541577.2045
51495,3623877.378,547607.2045
51496,3629757.378,546617.2045
51497,3629427.378,545687.2045
51498,3631287.378,541817.2045
51499,3629097.378,545597.2045
51500,3628437.378,542357.2045
51501,3630627.378,543017.2045
51502,3628257.378,542837.2045
51503,3628227.378,547127.2045
51504,3627747.378,546227.2045
51505,3623097.378,544187.2045
51506,3627687.378,545687.2045
51507,3628917.378,540497.2045
51508,3627837.378,546647.2045
51509,3627897.378,544757.2045
51510,3629127.378,540257.2045
51511,3628347.378,544337.2045
51512,3627687.378,544997.2045
51513,3628707.378,541067.2045
51514,3628167.378,547097.2045
51515,3628587.378,543407.2045
51516,3627777.378,541367.2045
51517,3624297.378,542927.2045
51518,3629607.378,542447.2045
51519,3628167.378,544097.2045
51520,3623307.378,547907.2045
51521,3622947.378,540287.2045
51522,3628047.378,541277.2045
51523,3630807.378,544127.2045
51524,3628947.378,547367.2045
51525,3628527.378,544637.2045
51526,3628797.378,545297.2045
51527,3629937.378,543647.2045
51528,3628137.378,545897.2045
51529,3628287.378,542327.2045
51530,3627957.378,548597.2045
51531,3628257.378,544787.2045
51532,3628587.378,543257.2045
51533,3629757.378,547367.2045
51534,3627897.378,546887.2045
51535,3627747.378,543707.2045
51536,3623877.378,544907.2045
51537,3628317.378,547997.2045
51538,3628287.378,545027.2045
51539,3628977.378,542207.2045
51540,3627747.378,545357.2045
51541,3628977.378,548507.2045
51542,3629967.378,543317.2045
51543,3627717.378,540377.2045
51544,3624507.378,542237.2045
51545,3629217.378,543977.2045
51546,3627597.378,545597.2045
51547,3628707.378,540527.2045
51548,3629787.378,547367.2045
51549,3623367.378,545537.2045
51550,3627717.378,539957.2045
51551,3628227.378,545807.2045
51552,3624747.378,538487.2045
51553,3628677.378,542357.2045
51554,3628077.378,544757.2045
51555,3622947.378,541997.2045
51556,3628017.378,546497.2045
51557,3627747.378,546467.2045
51558,3628707.378,539987.2045
51559,3629037.378,540077.2045
51560,3628857.378,543227.2045
51561,3630417.378,545657.2045
51562,3629037.378,540107.2045
51563,3631497.378,543317.2045
51564,3629067.378,547997.2045
51565,3628557.378,547427.2045
51566,3630417.378,545867.2045
51567,3630687.378,545027.2045
51568,3628017.378,544127.2045
51569,3627627.378,542837.2045
51570,3629607.378,543017.2045
51571,3628647.378,548477.2045
51572,3630177.378,542927.2045
51573,3628527.378,540617.2045
51574,3623247.378,547277.2045
51575,3623217.378,541787.2045
51576,3631257.378,543827.2045
51577,3628917.378,539687.2045
51578,3629997.378,545507.2045
51579,3629337.378,540947.2045
51580,3629697.378,541937.2045
51581,3629307.378,544577.2045
51582,3627897.378,546737.2045
51583,3628257.378,541847.2045
51584,3628017.378,544037.2045
51585,3628557.378,546047.2045
51586,3629187.378,542807.2045
51587,3628197.378,541127.2045
51588,3628467.378,541307.2045
51589,3629697.378,541517.2045
51590,3629637.378,547337.2045
51591,3623187.378,542567.2045
51592,3628197.378,540047.2045
51593,3627987.378,544307.2045
51594,3628167.378,541907.2045
51595,3623097.378,544067.2045
51596,3629757.378,547007.2045
51597,3627987.378,544037.2045
51598,3629247.378,546827.2045
51599,3628737.378,540647.2045
51600,3628887.378,544097.2045
51601,3623517.378,547217.2045
51602,3630267.378,542147.2045
51603,3628107.378,547157.2045
51604,3628317.378,542207.2045
51605,3628797.378,541757.2045
51606,3629457.378,541487.2045
51607,3627897.378,541997.2045
51608,3629817.378,543137.2045
51609,3629427.378,542597.2045
51610,3624147.378,544337.2045
51611,3624117.378,540047.2045
51612,3627837.378,538967.2045
51613,3629187.378,540737.2045
51614,3627987.378,541217.2045
51615,3629967.378,546287.2045
51616,3628737.378,542207.2045
51617,3628947.378,546647.2045
51618,3628527.378,545837.2045
51619,3629487.378,546527.2045
51620,3628767.378,545207.2045
51621,3629727.378,546077.2045
51622,3629967.378,542597.2045
51623,3628437.378,544397.2045
51624,3628257.751,548643.6499
51625,3623787.378,546947.2045
51626,3628317.378,542717.2045
51627,3624237.378,547847.2045
51628,3628767.378,544937.2045
51629,3628317.378,547097.2045
51630,3623727.378,545387.2045
51631,3630807.378,542387.2045
51632,3630897.378,541397.2045
51633,3623997.378,539507.2045
51634,3624447.378,548237.2045
51635,3628437.378,540617.2045
51636,3628347.378,543227.2045
51637,3628317.378,540677.2045
51638,3627717.378,542867.2045
51639,3624237.378,543077.2045
51640,3628197.378,546947.2045
51641,3628647.378,539747.2045
51642,3629577.378,543437.2045
51643,3629277.378,544757.2045
51644,3629517.378,540407.2045
51645,3627837.378,544457.2045
51646,3629757.378,542747.2045
51647,3628287.378,546827.2045
51648,3630027.378,543257.2045
51649,3628017.378,544307.2045
51650,3627807.378,545987.2045
51651,3629487.378,541337.2045
51652,3627747.378,544337.2045
51653,3628017.378,545207.2045
51654,3627597.378,548507.2045
51655,3630357.378,545387.2045
51656,3627717.378,543617.2045
51657,3630087.378,543197.2045
51658,3629787.378,545417.2045
51659,3627987.378,539387.2045
51660,3624417.378,541427.2045
51661,3629037.378,542687.2045
51662,3628017.378,540497.2045
51663,3629667.378,543587.2045
51664,3628017.378,540857.2045
51665,3631617.378,542957.2045
51666,3624267.378,541097.2045
51667,3627957.378,544817.2045
51668,3629607.378,542957.2045
51669,3623367.378,540677.2045
51670,3630477.378,543167.2045
51671,3628737.378,544997.2045
51672,3627807.378,539087.2045
51673,3627687.378,545777.2045
51674,3627987.378,545597.2045
51675,3628707.378,547217.2045
51676,3628437.378,542387.2045
51677,3624957.378,538787.2045
51678,3623397.378,545387.2045
51679,3630027.378,544487.2045
51680,3624927.378,542387.2045
51681,3628107.378,540347.2045
51682,3628557.378,547127.2045
51683,3630387.378,542447.2045
51684,3630027.378,545057.2045
51685,3630417.378,545387.2045
51686,3629007.378,542147.2045
51687,3629757.378,540497.2045
51688,3628227.378,539057.2045
51689,3628107.378,539567.2045
51690,3625107.378,543617.2045
51691,3623637.378,547247.2045
51692,3629817.378,546377.2045
51693,3627777.378,542507.2045
51694,3630627.378,542897.2045
51695,3629367.378,547247.2045
51696,3628077.378,543557.2045
51697,3629397.378,547937.2045
