Pixel,Northing,Easting
24881,3627477.378,541847.2045
24882,3630177.378,543497.2045
24883,3625977.378,548147.2045
24884,3627327.378,539147.2045
24885,3630207.378,542297.2045
24886,3628287.378,546677.2045
24887,3627417.378,548477.2045
24888,3625287.378,542957.2045
24889,3628227.378,545027.2045
24890,3627627.378,546017.2045
24891,3626127.378,548087.2045
24892,3626667.378,545867.2045
24893,3626217.378,547877.2045
24894,3627927.378,548207.2045
24895,3627897.378,539477.2045
24896,3627447.378,541367.2045
24897,3629997.378,542117.2045
24898,3627687.378,545597.2045
24899,3628677.378,540347.2045
24900,3629757.378,546527.2045
24901,3625917.378,546497.2045
24902,3625497.378,538667.2045
24903,3629187.378,541457.2045
24904,3628197.378,543107.2045
24905,3623487.378,540347.2045
24906,3625257.378,545897.2045
24907,3627357.378,545357.2045
24908,3628467.378,541187.2045
24909,3625677.378,539597.2045
24910,3626637.378,542597.2045
24911,3622797.378,540977.2045
24912,3626847.378,544487.2045
24913,3631617.378,542177.2045
24914,3626787.378,545117.2045
24915,3625527.378,546647.2045
24916,3624447.378,547067.2045
24917,3628677.378,543017.2045
24918,3626247.378,539417.2045
24919,3629667.378,545537.2045
24920,3625707.378,541577.2045
24921,3625317.378,541037.2045
24922,3624237.378,545687.2045
24923,3626937.378,543377.2045
24924,3626547.378,541217.2045
24925,3624417.378,544157.2045
24926,3627237.378,547637.2045
24927,3625557.378,545747.2045
24928,3627357.378,547637.2045
24929,3626127.378,547217.2045
24930,3630657.378,541517.2045
24931,3626697.378,543227.2045
24932,3625557.378,539417.2045
24933,3625467.378,541007.2045
24934,3628947.378,540677.2045
24935,3623937.378,541697.2045
24936,3628227.378,542507.2045
24937,3625977.378,544907.2045
24938,3625827.378,538337.2045
24939,3626307.378,538997.2045
24940,3625377.378,543947.2045
24941,3627177.378,540107.2045
24942,3626607.378,542417.2045
24943,3627267.378,538727.2045
24944,3629757.378,540647.2045
24945,3627807.378,539867.2045
24946,3627537.378,543167.2045
24947,3629127.378,544697.2045
24948,3626487.378,545177.2045
24949,3627477.378,543737.2045
24950,3625107.378,543377.2045
24951,3627087.378,542267.2045
24952,3630147.378,545177.2045
24953,3623667.378,539387.2045
24954,3627536.891,538427.7079
24955,3625977.378,541607.2045
24956,3625407.378,545507.2045
24957,3625977.378,540527.2045
24958,3625407.378,545597.2045
24959,3625647.378,540197.2045
24960,3625377.378,544127.2045
24961,3625647.378,539837.2045
24962,3625857.378,540617.2045
24963,3627507.378,540677.2045
24964,3627597.378,546617.2045
24965,3627987.378,541367.2045
24966,3629007.378,539957.2045
24967,3625827.378,538157.2045
24968,3629787.378,540947.2045
24969,3625707.378,543497.2045
24970,3626517.378,546257.2045
24971,3626637.378,546197.2045
24972,3627507.378,543707.2045
24973,3627087.378,542477.2045
24974,3628527.378,541367.2045
24975,3626967.378,540197.2045
24976,3628407.378,542627.2045
24977,3625347.378,547457.2045
24978,3626607.378,542267.2045
24979,3625347.378,542177.2045
24980,3626127.378,538397.2045
24981,3626127.378,537617.2045
24982,3629847.378,541007.2045
24983,3626637.378,544097.2045
24984,3623427.378,546737.2045
24985,3623487.378,541307.2045
24986,3627927.378,545627.2045
24987,3626427.378,537677.2045
24988,3627237.378,541667.2045
24989,3625587.378,539597.2045
24990,3627387.378,543917.2045
24991,3627078.953,538016.5224
24992,3628827.378,542717.2045
24993,3627417.378,543557.2045
24994,3630267.378,545327.2045
24995,3625887.378,543737.2045
24996,3631137.378,543797.2045
24997,3626067.378,545927.2045
24998,3624687.378,542687.2045
24999,3627957.378,544427.2045
25000,3626877.378,544757.2045
25001,3630237.378,542327.2045
25002,3625827.378,546677.2045
25003,3626787.378,542507.2045
25004,3624087.378,540647.2045
25005,3625857.378,537977.2045
25006,3626187.378,542867.2045
25007,3626217.378,547127.2045
25008,3626127.378,545117.2045
25009,3627237.378,545387.2045
25010,3626307.378,539687.2045
25011,3627417.378,543977.2045
25012,3623037.378,545177.2045
25013,3625587.378,541547.2045
25014,3625377.378,542807.2045
25015,3626367.378,537527.2045
25016,3626067.378,539267.2045
25017,3625857.378,545357.2045
25018,3625227.378,539657.2045
25019,3628527.378,543587.2045
25020,3626577.378,538787.2045
25021,3625587.378,538847.2045
25022,3628317.378,542237.2045
25023,3625557.378,538667.2045
25024,3625527.378,538157.2045
25025,3628317.378,539807.2045
25026,3628167.378,540947.2045
25027,3628047.378,548447.2045
25028,3627447.378,541307.2045
25029,3628707.378,548597.2045
25030,3626607.378,546467.2045
25031,3625287.378,539897.2045
25032,3625347.378,544547.2045
25033,3627507.378,544277.2045
25034,3627207.378,538637.2045
25035,3628767.378,545897.2045
25036,3625377.378,540227.2045
25037,3628227.378,540227.2045
25038,3627327.378,538517.2045
25039,3626487.378,544817.2045
25040,3624357.378,543317.2045
25041,3628617.378,540437.2045
25042,3627777.378,547967.2045
25043,3627687.378,547607.2045
25044,3627207.378,545117.2045
25045,3626157.378,543317.2045
25046,3625887.378,540617.2045
25047,3626157.378,539807.2045
25048,3627867.378,540137.2045
25049,3625917.378,539477.2045
25050,3623547.378,548057.2045
25051,3626127.378,546827.2045
25052,3626937.378,541727.2045
25053,3626517.378,537977.2045
25054,3624147.378,548327.2045
25055,3625977.378,547037.2045
25056,3627147.378,538877.2045
25057,3625947.378,546797.2045
25058,3625767.378,544157.2045
25059,3626787.378,547127.2045
25060,3626667.378,540647.2045
25061,3626697.378,538667.2045
25062,3625707.378,539387.2045
25063,3626787.378,541127.2045
25064,3626577.378,540827.2045
25065,3626247.378,545657.2045
25066,3626667.378,547127.2045
25067,3628347.378,543947.2045
25068,3630777.378,542927.2045
25069,3625437.378,547547.2045
25070,3627807.378,540587.2045
25071,3627597.378,539177.2045
25072,3630897.378,544877.2045
25073,3630477.378,541787.2045
25074,3626307.378,538787.2045
25075,3630057.378,542657.2045
25076,3629847.378,544037.2045
25077,3629517.378,544757.2045
25078,3630927.378,545027.2045
25079,3626367.378,538187.2045
25080,3627777.378,540977.2045
25081,3623007.378,541247.2045
25082,3626337.378,546017.2045
25083,3627687.378,544217.2045
25084,3626187.378,547247.2045
25085,3628437.378,545387.2045
25086,3627777.378,541817.2045
25087,3626817.378,547037.2045
25088,3626277.378,539327.2045
25089,3628977.378,548597.2045
25090,3625287.378,545267.2045
25091,3625737.378,540137.2045
25092,3626727.378,547277.2045
25093,3627507.378,543437.2045
25094,3626307.378,539567.2045
25095,3627627.378,542717.2045
25096,3626937.378,548567.2045
25097,3626877.378,546137.2045
25098,3625587.378,542747.2045
25099,3629307.378,541037.2045
25100,3627117.378,542237.2045
25101,3626007.378,547607.2045
25102,3629817.378,540737.2045
25103,3628227.378,542267.2045
25104,3627927.378,539267.2045
25105,3626547.378,539387.2045
25106,3627597.378,545777.2045
25107,3631167.378,543197.2045
25108,3625227.378,547967.2045
25109,3625317.378,540257.2045
25110,3625797.378,538547.2045
25111,3627207.378,541097.2045
25112,3625257.378,544517.2045
25113,3627237.378,543437.2045
25114,3626607.378,539717.2045
25115,3629037.378,543887.2045
25116,3625707.378,539267.2045
25117,3629637.378,542537.2045
25118,3626187.378,538547.2045
25119,3625677.378,537797.2045
25120,3626007.378,546047.2045
25121,3629217.378,540797.2045
25122,3627117.378,546407.2045
25123,3626037.378,540617.2045
25124,3627087.378,538817.2045
25125,3625827.378,540647.2045
25126,3627387.378,547877.2045
25127,3627867.378,540077.2045
25128,3628977.378,540857.2045
25129,3626277.378,544637.2045
25130,3626037.378,547247.2045
25131,3629097.378,540377.2045
25132,3625887.378,543287.2045
25133,3628767.378,542327.2045
25134,3629217.378,543497.2045
25135,3627837.378,545537.2045
25136,3626787.378,544037.2045
25137,3625467.378,546797.2045
25138,3625797.378,542327.2045
25139,3625617.378,541787.2045
25140,3626637.378,543227.2045
25141,3625887.378,542177.2045
25142,3629607.378,543347.2045
25143,3625707.378,547367.2045
25144,3625617.378,541037.2045
25145,3625677.378,542387.2045
25146,3626997.378,540137.2045
25147,3627087.378,543287.2045
25148,3626097.378,545777.2045
25149,3626127.378,539147.2045
25150,3626427.378,544997.2045
25151,3627177.378,543407.2045
25152,3627207.378,547937.2045
25153,3630747.378,544397.2045
25154,3625467.378,548297.2045
25155,3628257.378,544817.2045
25156,3625947.378,538397.2045
25157,3626697.378,543317.2045
25158,3626607.378,539657.2045
25159,3625767.378,546617.2045
25160,3627117.378,544397.2045
25161,3627597.378,542837.2045
25162,3629667.378,547307.2045
25163,3625317.378,543617.2045
25164,3626397.378,538787.2045
25165,3626337.378,540857.2045
25166,3625887.378,542537.2045
25167,3626337.378,540377.2045
25168,3627177.378,542507.2045
25169,3628407.378,539507.2045
25170,3625467.378,539687.2045
25171,3627147.378,543647.2045
25172,3627927.378,542117.2045
25173,3627087.378,541547.2045
25174,3626427.378,542207.2045
25175,3625407.378,542417.2045
25176,3625647.378,540917.2045
25177,3628017.378,542237.2045
25178,3626607.378,546887.2045
25179,3626727.378,539987.2045
25180,3627716.103,538578.5701
25181,3625977.378,537437.2045
25182,3625677.378,541097.2045
25183,3628227.378,542057.2045
25184,3627477.378,545567.2045
25185,3626607.378,548237.2045
25186,3626157.378,545117.2045
25187,3625947.378,547367.2045
25188,3625317.378,547997.2045
25189,3626007.378,540077.2045
25190,3626337.378,547547.2045
25191,3627657.378,544907.2045
25192,3629127.378,545897.2045
25193,3627567.378,540497.2045
25194,3626307.378,540287.2045
25195,3627597.378,538637.2045
25196,3625437.378,546017.2045
25197,3627807.378,547787.2045
25198,3626157.378,547367.2045
25199,3626697.378,539057.2045
25200,3625227.378,546137.2045
25201,3628677.378,548147.2045
25202,3625767.378,537437.2045
25203,3626187.378,544847.2045
25204,3628197.378,548297.2045
25205,3626307.378,539777.2045
25206,3627957.378,542837.2045
25207,3628437.378,545927.2045
25208,3627057.378,547367.2045
25209,3626097.378,547727.2045
25210,3627957.378,543647.2045
25211,3626397.378,544697.2045
25212,3625557.378,538307.2045
25213,3626217.378,543977.2045
25214,3626127.378,541157.2045
25215,3623757.378,542927.2045
25216,3628347.378,547517.2045
25217,3629097.378,541127.2045
25218,3628497.378,542147.2045
25219,3625647.378,541037.2045
25220,3627237.378,543077.2045
25221,3625527.378,538847.2045
25222,3626187.378,543107.2045
25223,3628647.378,542747.2045
25224,3630297.378,542387.2045
25225,3626307.378,538577.2045
25226,3627117.378,544487.2045
25227,3628737.378,547487.2045
25228,3625467.378,545117.2045
25229,3626757.378,547727.2045
25230,3626517.378,542777.2045
25231,3626217.378,542057.2045
25232,3625557.378,544367.2045
25233,3625857.378,538847.2045
25234,3627147.378,543797.2045
25235,3625587.378,543857.2045
25236,3625497.378,542147.2045
25237,3626997.378,542417.2045
25238,3626637.378,547127.2045
25239,3626157.378,545657.2045
25240,3625977.378,539507.2045
25241,3626967.378,542807.2045
25242,3627477.378,543677.2045
25243,3625377.378,544937.2045
25244,3626547.378,540137.2045
25245,3625377.378,540947.2045
25246,3626817.378,538397.2045
25247,3626007.378,538757.2045
25248,3627256.807,538168.3768
25249,3626037.378,540527.2045
25250,3629937.378,544457.2045
25251,3627327.378,544697.2045
25252,3628167.378,544127.2045
25253,3624147.378,541637.2045
25254,3627777.378,542987.2045
25255,3628077.378,546887.2045
25256,3627027.378,538217.2045
25257,3627747.378,540617.2045
25258,3624897.378,541577.2045
25259,3626517.378,542387.2045
25260,3625707.378,544487.2045
25261,3626877.378,547817.2045
25262,3627987.378,541667.2045
25263,3627567.378,542597.2045
25264,3625407.378,544637.2045
25265,3627117.378,541037.2045
25266,3626097.378,546107.2045
25267,3627057.378,544217.2045
25268,3629697.378,544397.2045
25269,3626427.378,538487.2045
25270,3626487.378,546317.2045
25271,3625617.378,547037.2045
25272,3626097.378,541817.2045
25273,3627387.378,547967.2045
25274,3627177.378,540017.2045
25275,3626727.378,544097.2045
25276,3625377.378,546797.2045
25277,3626817.378,538277.2045
25278,3626487.378,546527.2045
25279,3628317.378,546617.2045
25280,3626457.378,548237.2045
25281,3629217.378,548267.2045
25282,3626787.378,544517.2045
25283,3622887.378,540317.2045
25284,3627567.378,545477.2045
25285,3626337.378,544487.2045
25286,3625617.378,541217.2045
25287,3625467.378,547337.2045
25288,3623157.378,541757.2045
25289,3626487.378,544127.2045
25290,3626457.378,541907.2045
25291,3626307.378,537677.2045
25292,3625287.378,545957.2045
25293,3632007.37,542297.213
25294,3625287.378,540557.2045
25295,3626187.378,539927.2045
25296,3628167.378,541787.2045
25297,3627657.378,539717.2045
25298,3626307.378,537917.2045
25299,3626247.378,548327.2045
25300,3627897.378,543887.2045
25301,3625287.378,544787.2045
25302,3628347.378,540017.2045
25303,3627177.378,547457.2045
25304,3625587.378,547937.2045
25305,3627117.378,547757.2045
25306,3625497.378,538757.2045
25307,3625617.378,541967.2045
25308,3625797.378,540617.2045
25309,3626457.378,542687.2045
25310,3626757.378,541037.2045
25311,3626577.378,545747.2045
25312,3625827.378,544427.2045
25313,3626037.378,538307.2045
25314,3627087.378,538877.2045
25315,3625767.378,547907.2045
25316,3625287.378,547877.2045
25317,3626907.378,538907.2045
25318,3625617.378,548087.2045
25319,3626877.378,539237.2045
25320,3626217.378,545897.2045
25321,3627657.378,547157.2045
25322,3628707.378,541547.2045
25323,3626367.378,540437.2045
25324,3626517.378,537557.2045
25325,3624987.615,537767.4682
25326,3630957.378,542537.2045
25327,3626067.378,540287.2045
25328,3625497.378,545537.2045
25329,3625917.378,541877.2045
25330,3626157.378,546047.2045
25331,3625317.378,544247.2045
25332,3625467.378,543047.2045
25333,3627327.378,542477.2045
25334,3626307.378,539477.2045
25335,3625347.378,540047.2045
25336,3623637.378,538997.2045
25337,3625347.378,543827.2045
25338,3629517.378,548117.2045
25339,3626727.378,545747.2045
25340,3627777.378,542057.2045
25341,3630447.378,545477.2045
25342,3625377.378,544367.2045
25343,3627207.378,546587.2045
25344,3625407.378,545837.2045
25345,3626907.378,545297.2045
25346,3626847.378,545627.2045
25347,3625737.378,545387.2045
25348,3629592.694,548132.9272
25349,3626007.378,538307.2045
25350,3625437.378,540917.2045
25351,3626997.378,541577.2045
25352,3626157.378,541697.2045
25353,3622797.378,541457.2045
25354,3625347.378,543737.2045
25355,3627207.378,545267.2045
25356,3625737.378,548327.2045
25357,3625677.378,546527.2045
25358,3625677.378,544967.2045
25359,3626517.378,545297.2045
25360,3626907.378,545957.2045
25361,3627297.378,539327.2045
25362,3627267.378,538307.2045
25363,3625737.378,538157.2045
25364,3625497.378,541187.2045
25365,3629577.378,547637.2045
25366,3626727.378,539027.2045
25367,3627177.378,540617.2045
25368,3628587.378,539837.2045
25369,3625497.378,548117.2045
25370,3626847.378,545177.2045
25371,3626397.378,546047.2045
25372,3626427.378,547757.2045
25373,3623277.378,541817.2045
25374,3624897.378,541547.2045
25375,3627927.378,544967.2045
25376,3627207.378,543497.2045
25377,3625347.378,544367.2045
25378,3627477.378,547067.2045
25379,3626067.378,545207.2045
25380,3628767.378,542957.2045
25381,3626037.378,540587.2045
25382,3626097.378,542117.2045
25383,3626517.378,545147.2045
25384,3625467.378,547097.2045
25385,3627027.378,539447.2045
25386,3626007.378,541517.2045
25387,3626757.378,539927.2045
25388,3626187.378,540707.2045
25389,3625767.378,543467.2045
25390,3625407.378,546797.2045
25391,3629517.378,547097.2045
25392,3627597.378,540857.2045
25393,3626127.378,543617.2045
25394,3630057.378,543827.2045
25395,3626216.979,537287.6155
25396,3625557.378,537557.2045
25397,3626727.378,544757.2045
25398,3625767.378,544607.2045
25399,3625467.378,547577.2045
25400,3630147.378,541037.2045
25401,3626727.378,539447.2045
25402,3626847.378,542387.2045
25403,3628947.378,543047.2045
25404,3626037.378,548327.2045
25405,3625467.378,542087.2045
25406,3626787.378,538607.2045
25407,3626457.378,538877.2045
25408,3630837.378,543797.2045
25409,3626907.378,538307.2045
25410,3625467.378,546947.2045
25411,3628077.378,547247.2045
25412,3625347.378,543767.2045
25413,3625887.378,539237.2045
25414,3629067.378,545897.2045
25415,3625797.378,539687.2045
25416,3625407.378,543767.2045
25417,3626247.378,541247.2045
25418,3629247.378,548387.2045
25419,3624267.378,541487.2045
25420,3626367.378,541637.2045
25421,3628887.378,545387.2045
25422,3627627.378,539387.2045
25423,3627267.378,547637.2045
25424,3626097.378,543587.2045
25425,3625407.378,539177.2045
25426,3625707.378,543737.2045
25427,3625107.378,548477.2045
25428,3627957.378,544307.2045
25429,3628827.378,541937.2045
25430,3625677.378,540047.2045
25431,3628497.378,540647.2045
25432,3625977.378,547757.2045
25433,3626307.378,544937.2045
25434,3629817.378,541277.2045
25435,3625737.378,547547.2045
25436,3627237.378,540707.2045
25437,3627357.378,543347.2045
25438,3625707.378,547967.2045
25439,3625497.378,540467.2045
25440,3625497.378,537617.2045
25441,3625377.378,541397.2045
25442,3626427.378,547067.2045
25443,3630417.378,542807.2045
25444,3626577.378,538547.2045
25445,3628347.378,540677.2045
25446,3625767.378,539627.2045
25447,3625527.378,545597.2045
25448,3630057.378,545807.2045
25449,3626517.378,544337.2045
25450,3625767.378,545177.2045
25451,3625647.378,542447.2045
25452,3625617.378,544667.2045
25453,3625827.378,543887.2045
25454,3626187.378,539357.2045
25455,3626667.378,547007.2045
25456,3626037.378,541007.2045
25457,3623757.378,545567.2045
25458,3626547.378,542927.2045
25459,3625227.378,539447.2045
25460,3625977.378,546797.2045
25461,3627297.378,547217.2045
25462,3628767.378,540677.2045
25463,3625287.378,537767.2045
25464,3628227.378,542597.2045
25465,3627477.378,541127.2045
25466,3626067.378,546767.2045
25467,3623997.378,539027.2045
25468,3627957.378,540317.2045
25469,3626247.378,542117.2045
25470,3628347.378,539567.2045
25471,3626277.378,542657.2045
25472,3630087.378,545207.2045
25473,3625857.378,543137.2045
25474,3627327.378,543407.2045
25475,3627357.378,539297.2045
25476,3626577.378,543527.2045
25477,3627477.378,543167.2045
25478,3626877.378,541277.2045
25479,3626637.378,544067.2045
25480,3625497.378,544937.2045
25481,3625467.378,537587.2045
25482,3625497.378,539207.2045
25483,3626517.378,540707.2045
25484,3626637.378,539177.2045
25485,3626757.378,547277.2045
25486,3626727.378,539537.2045
25487,3623247.378,544067.2045
25488,3629967.378,544517.2045
25489,3627327.378,547427.2045
25490,3627687.378,538727.2045
25491,3629307.378,546647.2045
25492,3629457.378,541907.2045
25493,3627147.378,539177.2045
25494,3624687.378,542747.2045
25495,3626517.378,546047.2045
25496,3625917.378,542297.2045
25497,3628107.378,542147.2045
25498,3625407.378,546707.2045
25499,3627927.378,544277.2045
25500,3625497.378,539237.2045
25501,3629247.378,542117.2045
25502,3628527.378,544277.2045
25503,3626097.378,542207.2045
25504,3626427.378,543407.2045
25505,3628707.378,543707.2045
25506,3626577.378,542177.2045
25507,3625407.378,541607.2045
25508,3627627.378,544547.2045
25509,3625167.378,540437.2045
25510,3625857.378,539597.2045
25511,3625527.378,540887.2045
25512,3627717.378,539867.2045
25513,3623667.378,546137.2045
25514,3625587.378,540587.2045
25515,3626877.378,538727.2045
25516,3628557.378,544337.2045
25517,3627537.378,543677.2045
25518,3626337.378,539087.2045
25519,3628017.378,543617.2045
25520,3626067.378,546557.2045
25521,3627687.378,545627.2045
25522,3629667.378,543167.2045
25523,3626037.378,541997.2045
25524,3624087.378,543137.2045
25525,3626457.378,537617.2045
25526,3628767.378,543797.2045
25527,3629097.378,543917.2045
25528,3629067.378,546047.2045
25529,3625527.378,538727.2045
25530,3625707.378,538007.2045
25531,3625377.378,548057.2045
25532,3624087.378,540737.2045
25533,3626487.378,548357.2045
25534,3626272.787,537323.1615
25535,3629787.378,540437.2045
25536,3627597.378,546677.2045
25537,3627597.378,538907.2045
25538,3625407.378,540767.2045
25539,3626667.378,538757.2045
25540,3628407.378,547457.2045
25541,3627147.378,546557.2045
25542,3627207.378,548297.2045
25543,3630087.378,544547.2045
25544,3625377.378,548477.2045
25545,3625437.378,542447.2045
25546,3625467.378,544547.2045
25547,3626637.378,545897.2045
25548,3628197.378,548147.2045
25549,3624447.378,540617.2045
25550,3628107.378,544247.2045
25551,3628797.378,545717.2045
25552,3628347.378,542687.2045
25553,3627867.378,546227.2045
25554,3628557.378,547847.2045
25555,3627657.378,540557.2045
25556,3628767.378,543107.2045
25557,3625287.378,544427.2045
25558,3625587.378,540737.2045
25559,3624087.378,547487.2045
25560,3627387.378,543947.2045
25561,3624717.378,546077.2045
25562,3627567.378,540917.2045
25563,3626817.378,544607.2045
25564,3625707.378,545027.2045
25565,3629727.378,544967.2045
25566,3629877.378,545177.2045
25567,3627387.378,541607.2045
25568,3625617.378,546407.2045
25569,3626007.378,538247.2045
25570,3629937.378,545087.2045
25571,3628587.378,541697.2045
25572,3627957.378,548447.2045
25573,3626097.378,540677.2045
25574,3625737.378,547127.2045
25575,3625947.378,541997.2045
25576,3626817.378,541907.2045
25577,3625827.378,544007.2045
25578,3627717.378,547457.2045
25579,3626337.378,544607.2045
25580,3627237.378,542057.2045
25581,3628347.378,544037.2045
25582,3625707.378,548417.2045
25583,3628557.378,541487.2045
25584,3627387.378,543437.2045
25585,3627927.378,539867.2045
25586,3626337.378,537917.2045
25587,3628107.378,541427.2045
25588,3624297.378,545837.2045
25589,3625257.378,543917.2045
25590,3624477.378,541397.2045
25591,3625497.378,541697.2045
25592,3626157.378,537917.2045
25593,3625557.378,537917.2045
25594,3624807.378,547157.2045
25595,3625407.378,542987.2045
25596,3623847.378,544787.2045
25597,3626067.378,548507.2045
25598,3625557.378,547577.2045
25599,3625437.378,545717.2045
25600,3628977.378,545687.2045
25601,3629337.378,544847.2045
25602,3626577.378,542417.2045
25603,3624447.378,542477.2045
25604,3625947.378,544577.2045
25605,3625917.378,540497.2045
25606,3626037.378,547457.2045
25607,3626337.378,540167.2045
25608,3629097.378,542177.2045
25609,3626277.378,542387.2045
25610,3625497.378,539537.2045
25611,3626607.378,537767.2045
25612,3630237.378,546167.2045
25613,3628137.378,543017.2045
25614,3625737.378,543767.2045
25615,3626487.378,540287.2045
25616,3625557.378,545357.2045
25617,3625977.378,542327.2045
25618,3627297.378,539297.2045
25619,3627147.378,543827.2045
25620,3626307.378,541637.2045
25621,3631767.378,542177.2045
25622,3627657.378,543467.2045
25623,3627267.378,542237.2045
25624,3628047.378,546107.2045
25625,3627717.378,543767.2045
25626,3627537.378,538907.2045
25627,3626247.378,539387.2045
25628,3626157.378,548117.2045
25629,3628767.378,543827.2045
25630,3625557.378,543257.2045
25631,3625767.378,540557.2045
25632,3625347.378,545567.2045
25633,3625497.378,539087.2045
25634,3625287.378,543137.2045
25635,3627987.378,543527.2045
25636,3627807.378,540467.2045
25637,3626487.378,547367.2045
25638,3627597.378,542657.2045
25639,3625377.378,542057.2045
25640,3626757.378,543077.2045
25641,3626727.378,543077.2045
25642,3628377.378,548327.2045
25643,3625857.378,545597.2045
25644,3623997.378,538877.2045
25645,3629217.378,543257.2045
25646,3627777.378,547187.2045
25647,3627927.378,543287.2045
25648,3625497.378,540557.2045
25649,3626877.378,546407.2045
25650,3626457.378,544787.2045
25651,3628497.378,547217.2045
25652,3624867.378,537887.2045
25653,3626907.378,547187.2045
25654,3627267.378,544727.2045
25655,3625767.378,540197.2045
25656,3630957.378,544307.2045
25657,3625617.378,548207.2045
25658,3626337.378,545237.2045
25659,3628947.378,541817.2045
25660,3625347.378,545807.2045
25661,3629967.378,544007.2045
25662,3627447.378,538577.2045
25663,3625317.378,548327.2045
25664,3625917.378,538547.2045
25665,3625887.378,545657.2045
25666,3625737.378,537557.2045
25667,3625887.378,548207.2045
25668,3625947.378,548027.2045
25669,3626577.378,540707.2045
25670,3630177.378,546737.2045
25671,3625677.378,539747.2045
25672,3628347.378,546287.2045
25673,3626757.378,542387.2045
25674,3625347.378,541607.2045
25675,3624627.378,539237.2045
25676,3626367.378,538097.2045
25677,3626967.378,548597.2045
25678,3627777.378,540107.2045
25679,3625767.378,537467.2045
25680,3625917.378,538937.2045
25681,3625887.378,539387.2045
25682,3625557.378,538847.2045
25683,3628917.378,541787.2045
25684,3625557.378,540137.2045
25685,3627927.378,544487.2045
25686,3625557.378,545627.2045
25687,3625377.378,546767.2045
25688,3625347.378,539687.2045
25689,3627387.378,546167.2045
25690,3625857.378,548447.2045
25691,3625677.378,541547.2045
25692,3626457.378,537737.2045
25693,3626067.378,540437.2045
25694,3627567.378,542717.2045
25695,3625287.378,544397.2045
25696,3627507.378,542807.2045
25697,3626337.378,543917.2045
25698,3626007.378,539387.2045
25699,3625527.378,547007.2045
25700,3628407.378,544697.2045
25701,3623847.378,541457.2045
25702,3626037.378,544817.2045
25703,3628797.378,544127.2045
25704,3628857.378,547007.2045
25705,3625257.378,544007.2045
25706,3626547.378,545807.2045
25707,3626067.378,546227.2045
25708,3626097.378,545447.2045
25709,3625527.378,544397.2045
25710,3626187.378,542897.2045
25711,3629187.378,540017.2045
25712,3626667.378,547667.2045
25713,3628917.378,546107.2045
25714,3626217.378,544937.2045
25715,3625617.378,538817.2045
25716,3626607.378,538457.2045
25717,3626367.378,541487.2045
25718,3627717.378,540947.2045
25719,3623967.378,546707.2045
25720,3626487.378,546767.2045
25721,3625887.378,547217.2045
25722,3626067.378,545507.2045
25723,3625587.378,543287.2045
25724,3627447.378,545657.2045
25725,3628197.378,540287.2045
25726,3625617.378,537797.2045
25727,3626397.378,547487.2045
25728,3625887.378,541727.2045
25729,3625557.378,539387.2045
25730,3625527.378,545807.2045
25731,3625827.378,540917.2045
25732,3628227.378,540917.2045
25733,3626877.378,538157.2045
25734,3625287.378,542897.2045
25735,3626487.378,544157.2045
25736,3629697.378,540797.2045
25737,3628227.378,543977.2045
25738,3627177.378,544547.2045
25739,3625257.378,543197.2045
25740,3625527.378,542387.2045
25741,3625977.378,545087.2045
25742,3625857.378,538307.2045
25743,3628497.378,543527.2045
25744,3625287.378,542477.2045
25745,3626547.378,547457.2045
25746,3625677.378,538937.2045
25747,3625137.378,539237.2045
25748,3629067.378,541097.2045
25749,3626517.378,540917.2045
25750,3629697.378,544727.2045
25751,3625857.378,537947.2045
25752,3627327.378,544037.2045
25753,3625857.378,537467.2045
25754,3625947.378,548447.2045
25755,3626037.378,547937.2045
25756,3625707.378,542297.2045
25757,3625977.378,544277.2045
25758,3626367.378,546047.2045
25759,3628557.378,541367.2045
25760,3626667.378,545747.2045
25761,3627327.378,547217.2045
25762,3625707.378,542867.2045
25763,3626757.378,546857.2045
25764,3627267.378,543257.2045
25765,3627837.378,543647.2045
25766,3625377.378,546707.2045
25767,3625347.378,541187.2045
25768,3625317.378,548477.2045
25769,3625317.378,547277.2045
25770,3628767.378,546947.2045
25771,3626967.378,547007.2045
25772,3626547.378,539987.2045
25773,3626157.378,545567.2045
25774,3625737.378,541787.2045
25775,3625437.378,545867.2045
25776,3628707.378,546257.2045
25777,3627177.378,546707.2045
25778,3626787.378,548117.2045
25779,3626367.378,546167.2045
25780,3628227.378,544307.2045
25781,3630147.378,545387.2045
25782,3626427.378,547877.2045
25783,3626037.378,540227.2045
25784,3625557.378,544457.2045
25785,3626037.378,544907.2045
25786,3627507.378,541457.2045
25787,3627207.378,542087.2045
25788,3625887.378,548117.2045
25789,3629067.378,540107.2045
25790,3626877.378,547517.2045
25791,3626427.378,538757.2045
25792,3625377.378,546407.2045
25793,3626697.378,543197.2045
25794,3625107.378,541547.2045
25795,3631197.378,542297.2045
25796,3628257.378,546287.2045
25797,3626517.378,542297.2045
25798,3625497.378,546347.2045
25799,3627417.378,543587.2045
25800,3630627.378,541757.2045
25801,3625857.378,537377.2045
25802,3625317.378,543137.2045
25803,3628557.378,544697.2045
25804,3628467.378,542327.2045
25805,3628167.378,546227.2045
25806,3625437.378,543317.2045
25807,3624777.378,546617.2045
25808,3627147.378,539867.2045
25809,3626757.378,539087.2045
25810,3626277.378,539537.2045
25811,3622780.453,541905.7792
25812,3628166.279,538968.372
